Código FIPE,Modelo,Ano,Mês de Referência,Preço
038002-4,Legend 3.2/3.5,1996,outubro de 2021 ,"R$ 22.355,00"
038002-4,Legend 3.2/3.5,1996,junho de 2021 ,"R$ 21.075,00"
038002-4,Legend 3.2/3.5,1996,novembro de 2020 ,"R$ 20.921,00"
038002-4,Legend 3.2/3.5,1996,outubro de 2020 ,"R$ 20.947,00"
038002-4,Legend 3.2/3.5,1996,abril de 2021 ,"R$ 20.792,00"
038002-4,Legend 3.2/3.5,1996,fevereiro de 2021 ,"R$ 20.843,00"
038002-4,Legend 3.2/3.5,1996,janeiro de 2021 ,"R$ 20.869,00"
038002-4,Legend 3.2/3.5,1996,fevereiro de 2020 ,"R$ 21.155,00"
038002-4,Legend 3.2/3.5,1996,abril de 2020 ,"R$ 21.103,00"
038002-4,Legend 3.2/3.5,1996,dezembro de 2020 ,"R$ 20.895,00"
038002-4,Legend 3.2/3.5,1996,agosto de 2020 ,"R$ 20.999,00"
038002-4,Legend 3.2/3.5,1996,março de 2021 ,"R$ 20.817,00"
038002-4,Legend 3.2/3.5,1996,maio de 2020 ,"R$ 21.077,00"
038002-4,Legend 3.2/3.5,1996,setembro de 2020 ,"R$ 20.973,00"
038002-4,Legend 3.2/3.5,1996,julho de 2020 ,"R$ 21.025,00"
038002-4,Legend 3.2/3.5,1996,setembro de 2021 ,"R$ 22.028,00"
038002-4,Legend 3.2/3.5,1996,maio de 2021 ,"R$ 20.767,00"
038002-4,Legend 3.2/3.5,1996,agosto de 2021 ,"R$ 21.706,00"
038002-4,Legend 3.2/3.5,1996,dezembro de 2021 ,"R$ 22.510,00"
038002-4,Legend 3.2/3.5,1996,julho de 2021 ,"R$ 21.388,00"
038002-4,Legend 3.2/3.5,1996,novembro de 2021 ,"R$ 22.432,00"
038002-4,Legend 3.2/3.5,1996,junho de 2020 ,"R$ 21.051,00"
038001-6,NSX 3.0,1993,dezembro de 2021 ,"R$ 40.517,00"
038002-4,Legend 3.2/3.5,1996,março de 2020 ,"R$ 21.129,00"
038002-4,Legend 3.2/3.5,1996,janeiro de 2020 ,"R$ 21.181,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2006,janeiro de 2021 ,"R$ 42.102,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2006,dezembro de 2021 ,"R$ 43.966,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2006,março de 2020 ,"R$ 43.622,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2006,junho de 2021 ,"R$ 42.147,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2006,agosto de 2020 ,"R$ 42.848,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2005,agosto de 2021 ,"R$ 39.362,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2006,fevereiro de 2021 ,"R$ 41.958,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2005,outubro de 2021 ,"R$ 40.541,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2014,novembro de 2020 ,"R$ 106.097,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2014,junho de 2020 ,"R$ 109.339,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2005,novembro de 2021 ,"R$ 40.682,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2014,outubro de 2020 ,"R$ 106.716,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2005,abril de 2021 ,"R$ 37.772,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2014,dezembro de 2020 ,"R$ 105.481,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2014,março de 2020 ,"R$ 111.467,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2005,março de 2021 ,"R$ 37.890,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2013,março de 2021 ,"R$ 100.084,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2005,setembro de 2020 ,"R$ 38.605,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2005,julho de 2021 ,"R$ 38.786,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2013,agosto de 2021 ,"R$ 103.582,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2005,maio de 2020 ,"R$ 39.098,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2004,maio de 2021 ,"R$ 34.795,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2013,julho de 2020 ,"R$ 104.016,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2013,janeiro de 2021 ,"R$ 100.738,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2005,abril de 2020 ,"R$ 39.224,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2013,agosto de 2020 ,"R$ 103.443,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2013,maio de 2021 ,"R$ 99.095,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2005,janeiro de 2020 ,"R$ 39.604,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2013,setembro de 2020 ,"R$ 102.884,00"
060008-3,MARRUÁ AM 200 2.8  CD TDI Diesel,2021,abril de 2021 ,"R$ 308.391,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2013,fevereiro de 2021 ,"R$ 100.224,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2013,junho de 2021 ,"R$ 100.569,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2004,setembro de 2021 ,"R$ 36.911,00"
060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel,2004,dezembro de 2020 ,"R$ 35.288,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2012,abril de 2021 ,"R$ 96.335,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2013,fevereiro de 2020 ,"R$ 107.046,00"
060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel,2012,julho de 2021 ,"R$ 98.774,00"
060009-1,MARRUÁ AM 200 Microbus 2.8 TDI Diesel,2021,dezembro de 2021 ,"R$ 385.262,00"
060002-4,MARRUÁ AM 50 2.8 140cv TDI Diesel,2010,setembro de 2021 ,"R$ 62.852,00"
060002-4,MARRUÁ AM 50 2.8 140cv TDI Diesel,2009,dezembro de 2020 ,"R$ 56.113,00"
060009-1,MARRUÁ AM 200 Microbus 2.8 TDI Diesel,2021,novembro de 2021 ,"R$ 383.924,00"
060008-3,MARRUÁ AM 200 2.8  CD TDI Diesel,2020,setembro de 2020 ,"R$ 253.012,00"
060008-3,MARRUÁ AM 200 2.8  CD TDI Diesel,2020,novembro de 2020 ,"R$ 267.455,00"
006017-8,147 2.0 16V 148cv 4p Semi-Aut.,2004,março de 2021 ,"R$ 43.000,00"
006009-7,145 Elegant 1.7/1.8 16V,1998,novembro de 2020 ,"R$ 11.456,00"
006017-8,147 2.0 16V 148cv 4p Semi-Aut.,2004,dezembro de 2020 ,"R$ 43.000,00"
006009-7,145 Elegant 1.7/1.8 16V,1997,outubro de 2020 ,"R$ 8.846,00"
006017-8,147 2.0 16V 148cv 4p Semi-Aut.,2004,fevereiro de 2021 ,"R$ 43.000,00"
006009-7,145 Elegant 1.7/1.8 16V,1997,janeiro de 2020 ,"R$ 9.070,00"
006003-8,155,1996,novembro de 2020 ,"R$ 11.561,00"
006017-8,147 2.0 16V 148cv 4p Semi-Aut.,2004,janeiro de 2020 ,"R$ 44.006,00"
006009-7,145 Elegant 1.7/1.8 16V,1997,dezembro de 2020 ,"R$ 8.798,00"
006009-7,145 Elegant 1.7/1.8 16V,1997,maio de 2021 ,"R$ 8.678,00"
006015-1,156 2.5 V6 24V 190cv 4p Aut.,1999,agosto de 2020 ,"R$ 25.426,00"
006017-8,147 2.0 16V 148cv 4p Semi-Aut.,2003,abril de 2021 ,"R$ 41.989,00"
006017-8,147 2.0 16V 148cv 4p Semi-Aut.,2003,janeiro de 2021 ,"R$ 41.539,00"
006015-1,156 2.5 V6 24V 190cv 4p Aut.,1999,novembro de 2020 ,"R$ 25.318,00"
006017-8,147 2.0 16V 148cv 4p Semi-Aut.,2004,fevereiro de 2020 ,"R$ 42.465,00"
006015-1,156 2.5 V6 24V 190cv 4p Aut.,1999,setembro de 2020 ,"R$ 25.390,00"
006017-8,147 2.0 16V 148cv 4p Semi-Aut.,2003,agosto de 2021 ,"R$ 49.062,00"
006009-7,145 Elegant 1.7/1.8 16V,1996,agosto de 2020 ,"R$ 8.055,00"
006017-8,147 2.0 16V 148cv 4p Semi-Aut.,2003,julho de 2021 ,"R$ 47.670,00"
006017-8,147 2.0 16V 148cv 4p Semi-Aut.,2003,março de 2020 ,"R$ 36.766,00"
006016-0,156 Sport Wagon 2.5 V6 24V 4p Aut.,2003,abril de 2020 ,"R$ 33.805,00"
006004-6,155 Super,1995,agosto de 2020 ,"R$ 11.194,00"
006009-7,145 Elegant 1.7/1.8 16V,1996,setembro de 2020 ,"R$ 8.034,00"
006016-0,156 Sport Wagon 2.5 V6 24V 4p Aut.,2003,agosto de 2021 ,"R$ 34.143,00"
006015-1,156 2.5 V6 24V 190cv 4p Aut.,1999,março de 2020 ,"R$ 25.606,00"
006009-7,145 Elegant 1.7/1.8 16V,1996,abril de 2021 ,"R$ 7.887,00"
006006-2,164 Super V6 24V,1996,agosto de 2020 ,"R$ 15.578,00"
006010-0,156 TS/Sport/Elegant 2.0 16V,2001,dezembro de 2020 ,"R$ 24.651,00"
006010-0,156 TS/Sport/Elegant 2.0 16V,2000,abril de 2021 ,"R$ 25.215,00"
006005-4,164 3.0 V6,1995,setembro de 2021 ,"R$ 15.565,00"
006010-0,156 TS/Sport/Elegant 2.0 16V,2000,junho de 2021 ,"R$ 28.328,00"
006010-0,156 TS/Sport/Elegant 2.0 16V,2000,agosto de 2020 ,"R$ 21.821,00"
006005-4,164 3.0 V6,1995,julho de 2021 ,"R$ 14.716,00"
006013-5,2300 TI/TI-4,1985,novembro de 2020 ,"R$ 5.325,00"
006010-0,156 TS/Sport/Elegant 2.0 16V,2001,abril de 2020 ,"R$ 22.431,00"
006010-0,156 TS/Sport/Elegant 2.0 16V,2000,maio de 2021 ,"R$ 26.475,00"
006006-2,164 Super V6 24V,1995,março de 2021 ,"R$ 15.132,00"
006005-4,164 3.0 V6,1995,setembro de 2020 ,"R$ 11.581,00"
006006-2,164 Super V6 24V,1995,julho de 2020 ,"R$ 15.110,00"
006011-9,166 3.0 V6 24V,2002,abril de 2021 ,"R$ 40.365,00"
006005-4,164 3.0 V6,1994,maio de 2021 ,"R$ 8.813,00"
006010-0,156 TS/Sport/Elegant 2.0 16V,2000,setembro de 2020 ,"R$ 21.362,00"
006010-0,156 TS/Sport/Elegant 2.0 16V,2000,outubro de 2020 ,"R$ 21.789,00"
006006-2,164 Super V6 24V,1995,maio de 2020 ,"R$ 14.922,00"
006010-0,156 TS/Sport/Elegant 2.0 16V,1999,julho de 2021 ,"R$ 25.558,00"
006006-2,164 Super V6 24V,1995,janeiro de 2020 ,"R$ 14.534,00"
006013-5,2300 TI/TI-4,1985,outubro de 2020 ,"R$ 5.339,00"
006013-5,2300 TI/TI-4,1985,dezembro de 2020 ,"R$ 5.311,00"
006011-9,166 3.0 V6 24V,2002,julho de 2020 ,"R$ 40.530,00"
006011-9,166 3.0 V6 24V,2002,maio de 2020 ,"R$ 40.800,00"
006013-5,2300 TI/TI-4,1985,outubro de 2021 ,"R$ 5.640,00"
006007-0,Spider 2.0/3.0,1996,dezembro de 2021 ,"R$ 85.787,00"
006006-2,164 Super V6 24V,1995,fevereiro de 2020 ,"R$ 14.882,00"
006013-5,2300 TI/TI-4,1985,junho de 2021 ,"R$ 5.318,00"
006007-0,Spider 2.0/3.0,1996,maio de 2021 ,"R$ 67.026,00"
006007-0,Spider 2.0/3.0,1996,junho de 2020 ,"R$ 62.457,00"
006007-0,Spider 2.0/3.0,1996,dezembro de 2020 ,"R$ 63.424,00"
006013-5,2300 TI/TI-4,1985,março de 2020 ,"R$ 5.437,00"
006011-9,166 3.0 V6 24V,2002,junho de 2021 ,"R$ 43.776,00"
006007-0,Spider 2.0/3.0,1996,outubro de 2021 ,"R$ 78.218,00"
006007-0,Spider 2.0/3.0,1996,maio de 2020 ,"R$ 62.627,00"
006007-0,Spider 2.0/3.0,1996,abril de 2020 ,"R$ 62.627,00"
006007-0,Spider 2.0/3.0,1996,março de 2020 ,"R$ 63.609,00"
006007-0,Spider 2.0/3.0,1996,julho de 2020 ,"R$ 63.197,00"
006011-9,166 3.0 V6 24V,2001,julho de 2021 ,"R$ 43.694,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,1999,setembro de 2021 ,"R$ 352.120,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,1999,maio de 2021 ,"R$ 186.002,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,2000,abril de 2021 ,"R$ 210.083,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,2000,janeiro de 2021 ,"R$ 211.478,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,2000,setembro de 2020 ,"R$ 213.436,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,2000,julho de 2021 ,"R$ 320.201,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,1999,agosto de 2021 ,"R$ 310.120,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,1999,dezembro de 2021 ,"R$ 389.854,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,1999,outubro de 2021 ,"R$ 370.120,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,2000,dezembro de 2020 ,"R$ 211.966,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,1999,março de 2021 ,"R$ 186.507,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,2000,março de 2020 ,"R$ 216.496,00"
037002-9,Hummer Open-Top 6.5 4x4 Diesel TB,2000,outubro de 2021 ,"R$ 402.120,00"
037002-9,Hummer Open-Top 6.5 4x4 Diesel TB,2000,agosto de 2021 ,"R$ 345.525,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,1999,agosto de 2020 ,"R$ 188.348,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,1999,novembro de 2021 ,"R$ 371.410,00"
037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB,1999,junho de 2021 ,"R$ 242.732,00"
007018-1,AM-825 Luxo 4.0 Diesel,1998,março de 2021 ,"R$ 22.243,00"
007017-3,Hi-Topic Van 2.7 Diesel (furgão),1997,julho de 2021 ,"R$ 12.207,00"
007018-1,AM-825 Luxo 4.0 Diesel,1997,fevereiro de 2020 ,"R$ 19.311,00"
007017-3,Hi-Topic Van 2.7 Diesel (furgão),1996,junho de 2021 ,"R$ 11.656,00"
007018-1,AM-825 Luxo 4.0 Diesel,1996,dezembro de 2021 ,"R$ 19.932,00"
007018-1,AM-825 Luxo 4.0 Diesel,1995,maio de 2021 ,"R$ 17.758,00"
007019-0,AM-825 Super Luxo 4.0 Diesel,1996,dezembro de 2021 ,"R$ 22.786,00"
007014-9,Topic Luxo Diesel,1998,junho de 2020 ,"R$ 14.882,00"
007014-9,Topic Luxo Diesel,1998,maio de 2020 ,"R$ 14.576,00"
007017-3,Hi-Topic Van 2.7 Diesel (furgão),1996,junho de 2020 ,"R$ 11.779,00"
007014-9,Topic Luxo Diesel,1998,setembro de 2020 ,"R$ 14.802,00"
007014-9,Topic Luxo Diesel,1998,março de 2020 ,"R$ 14.292,00"
007018-1,AM-825 Luxo 4.0 Diesel,1995,novembro de 2020 ,"R$ 17.878,00"
007018-1,AM-825 Luxo 4.0 Diesel,1995,novembro de 2021 ,"R$ 19.184,00"
007017-3,Hi-Topic Van 2.7 Diesel (furgão),1995,agosto de 2020 ,"R$ 10.935,00"
007014-9,Topic Luxo Diesel,1998,fevereiro de 2020 ,"R$ 13.958,00"
007009-2,Towner Furgão,1999,junho de 2021 ,"R$ 4.816,00"
007017-3,Hi-Topic Van 2.7 Diesel (furgão),1995,setembro de 2020 ,"R$ 10.905,00"
007015-7,Topic Super Luxo Diesel,1998,setembro de 2021 ,"R$ 15.678,00"
007017-3,Hi-Topic Van 2.7 Diesel (furgão),1995,julho de 2020 ,"R$ 10.965,00"
007017-3,Hi-Topic Van 2.7 Diesel (furgão),1995,março de 2020 ,"R$ 11.085,00"
007017-3,Hi-Topic Van 2.7 Diesel (furgão),1994,janeiro de 2021 ,"R$ 8.836,00"
007018-1,AM-825 Luxo 4.0 Diesel,1995,junho de 2020 ,"R$ 17.978,00"
007014-9,Topic Luxo Diesel,1997,abril de 2020 ,"R$ 13.836,00"
007015-7,Topic Super Luxo Diesel,1997,novembro de 2020 ,"R$ 13.961,00"
007018-1,AM-825 Luxo 4.0 Diesel,1994,janeiro de 2021 ,"R$ 16.679,00"
007017-3,Hi-Topic Van 2.7 Diesel (furgão),1994,abril de 2021 ,"R$ 8.764,00"
007017-3,Hi-Topic Van 2.7 Diesel (furgão),1994,novembro de 2020 ,"R$ 8.884,00"
007003-3,Towner Coach Full,1995,outubro de 2020 ,"R$ 4.620,00"
007018-1,AM-825 Luxo 4.0 Diesel,1994,setembro de 2020 ,"R$ 16.747,00"
007018-1,AM-825 Luxo 4.0 Diesel,1994,dezembro de 2020 ,"R$ 16.696,00"
007017-3,Hi-Topic Van 2.7 Diesel (furgão),1994,dezembro de 2020 ,"R$ 8.860,00"
007015-7,Topic Super Luxo Diesel,1997,junho de 2021 ,"R$ 14.183,00"
007017-3,Hi-Topic Van 2.7 Diesel (furgão),1994,outubro de 2020 ,"R$ 8.909,00"
007015-7,Topic Super Luxo Diesel,1997,abril de 2021 ,"R$ 13.997,00"
007009-2,Towner Furgão,1998,agosto de 2020 ,"R$ 4.267,00"
007009-2,Towner Furgão,1997,outubro de 2021 ,"R$ 4.515,00"
007012-2,Towner Luxo,1998,julho de 2021 ,"R$ 4.758,00"
007009-2,Towner Furgão,1997,abril de 2021 ,"R$ 3.804,00"
007004-1,Towner Glass Van,1996,abril de 2020 ,"R$ 3.787,00"
007015-7,Topic Super Luxo Diesel,1996,março de 2021 ,"R$ 13.666,00"
007009-2,Towner Furgão,1997,agosto de 2021 ,"R$ 4.168,00"
007004-1,Towner Glass Van,1997,fevereiro de 2020 ,"R$ 4.078,00"
007012-2,Towner Luxo,1998,março de 2021 ,"R$ 4.645,00"
007009-2,Towner Furgão,1996,setembro de 2021 ,"R$ 4.020,00"
007011-4,Towner Multiuso 5p,1998,janeiro de 2020 ,"R$ 3.547,00"
007005-0,Towner Panel Van,1997,junho de 2021 ,"R$ 3.064,00"
007005-0,Towner Panel Van,1997,maio de 2021 ,"R$ 3.020,00"
007004-1,Towner Glass Van,1995,novembro de 2020 ,"R$ 3.572,00"
007004-1,Towner Glass Van,1996,julho de 2020 ,"R$ 3.757,00"
007007-6,Towner Truck,1998,maio de 2021 ,"R$ 5.376,00"
007005-0,Towner Panel Van,1996,abril de 2021 ,"R$ 2.821,00"
007012-2,Towner Luxo,1997,fevereiro de 2021 ,"R$ 4.443,00"
007009-2,Towner Furgão,1996,janeiro de 2020 ,"R$ 3.790,00"
007013-0,Towner Super Luxo,1999,fevereiro de 2021 ,"R$ 6.250,00"
007008-4,Towner Pick-Up,1998,março de 2021 ,"R$ 3.980,00"
007009-2,Towner Furgão,1995,julho de 2021 ,"R$ 3.498,00"
007013-0,Towner Super Luxo,1998,abril de 2021 ,"R$ 5.771,00"
007008-4,Towner Pick-Up,1998,outubro de 2020 ,"R$ 4.033,00"
007012-2,Towner Luxo,1997,novembro de 2020 ,"R$ 4.479,00"
007012-2,Towner Luxo,1997,fevereiro de 2020 ,"R$ 4.587,00"
007005-0,Towner Panel Van,1996,julho de 2021 ,"R$ 2.896,00"
007005-0,Towner Panel Van,1997,dezembro de 2020 ,"R$ 3.060,00"
007005-0,Towner Panel Van,1997,outubro de 2020 ,"R$ 3.076,00"
007006-8,Towner SDX / DLX/ STD,1997,fevereiro de 2020 ,"R$ 5.984,00"
007006-8,Towner SDX / DLX/ STD,1997,agosto de 2020 ,"R$ 5.974,00"
007006-8,Towner SDX / DLX/ STD,1997,julho de 2020 ,"R$ 5.852,00"
007006-8,Towner SDX / DLX/ STD,1997,outubro de 2020 ,"R$ 6.101,00"
007008-4,Towner Pick-Up,1997,janeiro de 2020 ,"R$ 3.917,00"
007006-8,Towner SDX / DLX/ STD,1997,abril de 2020 ,"R$ 5.941,00"
007004-1,Towner Glass Van,1994,março de 2020 ,"R$ 3.297,00"
007005-0,Towner Panel Van,1996,março de 2021 ,"R$ 2.829,00"
007009-2,Towner Furgão,1995,março de 2020 ,"R$ 3.548,00"
007009-2,Towner Furgão,1995,maio de 2021 ,"R$ 3.397,00"
007013-0,Towner Super Luxo,1998,dezembro de 2020 ,"R$ 5.835,00"
007006-8,Towner SDX / DLX/ STD,1996,novembro de 2020 ,"R$ 5.743,00"
007013-0,Towner Super Luxo,1998,março de 2021 ,"R$ 5.787,00"
007004-1,Towner Glass Van,1994,junho de 2021 ,"R$ 3.221,00"
007013-0,Towner Super Luxo,1998,outubro de 2020 ,"R$ 5.867,00"
007013-0,Towner Super Luxo,1998,agosto de 2020 ,"R$ 5.899,00"
007013-0,Towner Super Luxo,1998,janeiro de 2021 ,"R$ 5.819,00"
007013-0,Towner Super Luxo,1998,novembro de 2021 ,"R$ 6.406,00"
007007-6,Towner Truck,1997,março de 2020 ,"R$ 5.397,00"
007007-6,Towner Truck,1997,fevereiro de 2020 ,"R$ 5.411,00"
007007-6,Towner Truck,1997,abril de 2020 ,"R$ 5.383,00"
085010-1,Vanquish V12 6.0 565cv,2016,junho de 2021 ,"R$ 1.664.958,00"
085010-1,Vanquish V12 6.0 565cv,2016,maio de 2021 ,"R$ 1.640.555,00"
085003-9,Vantage Roadster 4.7 V8 420cv,2010,dezembro de 2020 ,"R$ 293.831,00"
085003-9,Vantage Roadster 4.7 V8 420cv,2010,setembro de 2020 ,"R$ 295.632,00"
085003-9,Vantage Roadster 4.7 V8 420cv,2010,novembro de 2020 ,"R$ 294.420,00"
085003-9,Vantage Roadster 4.7 V8 420cv,2010,agosto de 2020 ,"R$ 288.211,00"
085008-0,Vantage S 6.0 V12 565cv,2015,outubro de 2021 ,"R$ 947.556,00"
085003-9,Vantage Roadster 4.7 V8 420cv,2010,março de 2020 ,"R$ 297.526,00"
085008-0,Vantage S 6.0 V12 565cv,2015,setembro de 2021 ,"R$ 933.668,00"
085008-0,Vantage S 6.0 V12 565cv,2015,março de 2021 ,"R$ 883.921,00"
085008-0,Vantage S 6.0 V12 565cv,2015,novembro de 2021 ,"R$ 950.860,00"
085003-9,Vantage Roadster 4.7 V8 420cv,2010,abril de 2020 ,"R$ 296.841,00"
085008-0,Vantage S 6.0 V12 565cv,2015,maio de 2021 ,"R$ 880.123,00"
085003-9,Vantage Roadster 4.7 V8 420cv,2010,julho de 2020 ,"R$ 288.616,00"
085008-0,Vantage S 6.0 V12 565cv,2015,junho de 2021 ,"R$ 893.214,00"
085008-0,Vantage S 6.0 V12 565cv,2015,dezembro de 2021 ,"R$ 954.176,00"
085003-9,Vantage Roadster 4.7 V8 420cv,2010,junho de 2020 ,"R$ 289.050,00"
085008-0,Vantage S 6.0 V12 565cv,2015,julho de 2021 ,"R$ 906.500,00"
085008-0,Vantage S 6.0 V12 565cv,2015,agosto de 2021 ,"R$ 919.984,00"
008030-6,100 2.8 V6,1995,outubro de 2020 ,"R$ 12.092,00"
008030-6,100 2.8 V6,1995,outubro de 2021 ,"R$ 13.436,00"
008030-6,100 2.8 V6,1995,maio de 2021 ,"R$ 11.951,00"
008030-6,100 2.8 V6,1995,janeiro de 2021 ,"R$ 12.087,00"
008030-6,100 2.8 V6,1995,junho de 2020 ,"R$ 12.231,00"
008003-9,80 2.8 Cabriolet,1999,fevereiro de 2020 ,"R$ 42.371,00"
008030-6,100 2.8 V6,1993,março de 2021 ,"R$ 10.185,00"
008030-6,100 2.8 V6,1993,agosto de 2021 ,"R$ 10.586,00"
008077-2,80 2.0 Avant,1994,março de 2021 ,"R$ 12.285,00"
008080-2,80 2.6/ 2.8,1994,agosto de 2021 ,"R$ 14.151,00"
008077-2,80 2.0 Avant,1994,fevereiro de 2021 ,"R$ 12.320,00"
008077-2,80 2.0 Avant,1994,janeiro de 2020 ,"R$ 12.247,00"
008077-2,80 2.0 Avant,1994,julho de 2020 ,"R$ 12.040,00"
008004-7,80 S2 Avant,1994,dezembro de 2021 ,"R$ 17.141,00"
008077-2,80 2.0 Avant,1994,fevereiro de 2020 ,"R$ 12.212,00"
008004-7,80 S2 Avant,1995,abril de 2021 ,"R$ 17.505,00"
008003-9,80 2.8 Cabriolet,1998,janeiro de 2020 ,"R$ 41.133,00"
008172-8,A1 Sport 1.4 TFSI 185cv 3p S-tronic,2014,janeiro de 2021 ,"R$ 62.100,00"
008004-7,80 S2 Avant,1994,maio de 2020 ,"R$ 15.418,00"
008172-8,A1 Sport 1.4 TFSI 185cv 3p S-tronic,2013,fevereiro de 2020 ,"R$ 63.557,00"
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2017,fevereiro de 2021 ,"R$ 88.076,00"
008172-8,A1 Sport 1.4 TFSI 185cv 3p S-tronic,2012,dezembro de 2021 ,"R$ 59.976,00"
008210-4,A1 Sport. S Edition 1.4 TFSI 5p S-tronic,2016,abril de 2021 ,"R$ 76.562,00"
008172-8,A1 Sport 1.4 TFSI 185cv 3p S-tronic,2012,julho de 2020 ,"R$ 49.762,00"
008204-0,A1 Sportback 1.8 TFSI 192cv 5p S-tronic,2017,setembro de 2021 ,"R$ 107.845,00"
008172-8,A1 Sport 1.4 TFSI 185cv 3p S-tronic,2012,outubro de 2020 ,"R$ 47.394,00"
008172-8,A1 Sport 1.4 TFSI 185cv 3p S-tronic,2012,janeiro de 2020 ,"R$ 52.042,00"
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2017,dezembro de 2020 ,"R$ 85.695,00"
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2016,abril de 2020 ,"R$ 70.315,00"
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2016,março de 2020 ,"R$ 71.722,00"
008040-3,A3 1.6 5p,2006,julho de 2020 ,"R$ 21.087,00"
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2016,agosto de 2021 ,"R$ 78.164,00"
008204-0,A1 Sportback 1.8 TFSI 192cv 5p S-tronic,2017,abril de 2020 ,"R$ 102.396,00"
008174-4,A1 Sportback 1.4 TFSI 185cv 5p S-tronic,2013,março de 2021 ,"R$ 59.412,00"
008032-2,A3 1.6 3p,2002,maio de 2021 ,"R$ 17.055,00"
008056-0,A3 1.6 3p Aut.,2002,agosto de 2021 ,"R$ 20.951,00"
008040-3,A3 1.6 5p,2005,abril de 2020 ,"R$ 20.005,00"
008032-2,A3 1.6 3p,2001,junho de 2021 ,"R$ 16.799,00"
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2016,junho de 2020 ,"R$ 69.479,00"
008056-0,A3 1.6 3p Aut.,2002,janeiro de 2020 ,"R$ 17.107,00"
008057-8,A3 1.6 5p Aut.,2002,janeiro de 2020 ,"R$ 17.902,00"
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2015,janeiro de 2021 ,"R$ 62.397,00"
008040-3,A3 1.6 5p,2004,dezembro de 2021 ,"R$ 23.580,00"
