Código FIPE,Modelo,Ano,Mês de Referência,Preço
028021-6,Swift Hatch/ Sedan 1.3,1993,agosto de 2020 ,"R$ 4.216,00"
028006-2,Swift Hatch 1.0 3p e 5p,1996,setembro de 2020 ,"R$ 5.875,00"
028045-3,SX4 2.0 16V 145cv 4WD 5p Mec.,2014,maio de 2021 ,"R$ 40.480,00"
028046-1,SX4 2.0 16V 145cv 4WD 5p Aut.,2013,novembro de 2020 ,"R$ 32.549,00"
028056-9,SX4 S-CROSS ALLGRIP GLS 1.6 16V Aut.,2015,dezembro de 2020 ,"R$ 59.101,00"
028057-7,SX4 S-CROSS GLX 1.6 16V Aut.,2015,setembro de 2020 ,"R$ 53.795,00"
028015-1,Jimny Wide/ Jimny/4ALL 1.3 16V,2015,abril de 2020 ,"R$ 46.329,00"
028045-3,SX4 2.0 16V 145cv 4WD 5p Mec.,2013,abril de 2021 ,"R$ 34.450,00"
028057-7,SX4 S-CROSS GLX 1.6 16V Aut.,2016,janeiro de 2021 ,"R$ 57.480,00"
028045-3,SX4 2.0 16V 145cv 4WD 5p Mec.,2013,julho de 2020 ,"R$ 30.862,00"
028064-0,Vitara 4ALL 1.6 16V Aut.,2020,julho de 2020 ,"R$ 86.618,00"
028045-3,SX4 2.0 16V 145cv 4WD 5p Mec.,2013,março de 2021 ,"R$ 33.503,00"
028057-7,SX4 S-CROSS GLX 1.6 16V Aut.,2015,dezembro de 2020 ,"R$ 52.847,00"
028001-1,Samurai JX Canvas 1.3,1991,janeiro de 2020 ,"R$ 9.695,00"
028045-3,SX4 2.0 16V 145cv 4WD 5p Mec.,2012,fevereiro de 2021 ,"R$ 29.120,00"
028067-4,Vitara 4SPORT 1.4 TB 16V Aut.,2018,junho de 2020 ,"R$ 85.162,00"
028064-0,Vitara 4ALL 1.6 16V Aut.,2019,agosto de 2020 ,"R$ 74.989,00"
028063-1,Vitara 4ALL 1.6 16V Mec.,2018,julho de 2020 ,"R$ 65.230,00"
028063-1,Vitara 4ALL 1.6 16V Mec.,2017,setembro de 2020 ,"R$ 61.743,00"
028063-1,Vitara 4ALL 1.6 16V Mec.,2017,agosto de 2020 ,"R$ 62.408,00"
028064-0,Vitara 4ALL 1.6 16V Aut.,2019,abril de 2020 ,"R$ 77.028,00"
028067-4,Vitara 4SPORT 1.4 TB 16V Aut.,2018,maio de 2020 ,"R$ 85.754,00"
028064-0,Vitara 4ALL 1.6 16V Aut.,2018,junho de 2020 ,"R$ 69.507,00"
028067-4,Vitara 4SPORT 1.4 TB 16V Aut.,2017,março de 2020 ,"R$ 82.675,00"
028065-8,Vitara 4YOU 1.6 16V Aut.,2020,janeiro de 2020 ,"R$ 92.169,00"
028066-6,Vitara 4YOU ALLGRIP 1.6 16V Aut.,2018,dezembro de 2021 ,"R$ 92.642,00"
028067-4,Vitara 4SPORT 1.4 TB 16V Aut.,2017,fevereiro de 2020 ,"R$ 84.050,00"
028067-4,Vitara 4SPORT 1.4 TB 16V Aut.,2017,abril de 2020 ,"R$ 82.440,00"
028066-6,Vitara 4YOU ALLGRIP 1.6 16V Aut.,2017,novembro de 2021 ,"R$ 88.465,00"
028064-0,Vitara 4ALL 1.6 16V Aut.,2017,maio de 2020 ,"R$ 68.297,00"
028066-6,Vitara 4YOU ALLGRIP 1.6 16V Aut.,2018,agosto de 2021 ,"R$ 92.845,00"
028035-6,Vitara JLX 1.6 16V 4x4 4p Aut.,1997,agosto de 2021 ,"R$ 28.596,00"
028007-0,Vitara JLX Canvas 1.6 8V 2p,1999,agosto de 2021 ,"R$ 21.520,00"
028007-0,Vitara JLX Canvas 1.6 8V 2p,1999,fevereiro de 2020 ,"R$ 20.448,00"
028008-9,Vitara JLX Metal 1.6 8V 2p,1999,setembro de 2020 ,"R$ 22.901,00"
028017-8,Vitara JLX 2.0 V6 4x4,1999,março de 2020 ,"R$ 19.352,00"
028007-0,Vitara JLX Canvas 1.6 8V 2p,1998,março de 2020 ,"R$ 19.811,00"
028007-0,Vitara JLX Canvas 1.6 8V 2p,1999,setembro de 2021 ,"R$ 22.440,00"
028016-0,Wagon R+ 1.0 Mec.,1999,outubro de 2021 ,"R$ 7.090,00"
028017-8,Vitara JLX 2.0 V6 4x4,1998,agosto de 2021 ,"R$ 20.714,00"
028007-0,Vitara JLX Canvas 1.6 8V 2p,1999,janeiro de 2020 ,"R$ 20.473,00"
028007-0,Vitara JLX Canvas 1.6 8V 2p,1998,julho de 2021 ,"R$ 20.068,00"
028022-4,Vitara JLX 1.6 16V 4x4 4p Mec.,1997,agosto de 2021 ,"R$ 18.114,00"
028016-0,Wagon R+ 1.0 Mec.,1999,dezembro de 2021 ,"R$ 7.138,00"
028022-4,Vitara JLX 1.6 16V 4x4 4p Mec.,1996,novembro de 2021 ,"R$ 18.821,00"
028016-0,Wagon R+ 1.0 Mec.,1999,novembro de 2021 ,"R$ 7.114,00"
028046-1,SX4 2.0 16V 145cv 4WD 5p Aut.,2009,julho de 2021 ,"R$ 26.063,00"
028008-9,Vitara JLX Metal 1.6 8V 2p,1998,novembro de 2021 ,"R$ 27.190,00"
028008-9,Vitara JLX Metal 1.6 8V 2p,1998,dezembro de 2021 ,"R$ 28.146,00"
028016-0,Wagon R+ 1.0 Mec.,1999,setembro de 2021 ,"R$ 6.689,00"
028016-0,Wagon R+ 1.0 Mec.,1999,janeiro de 2020 ,"R$ 6.582,00"
028066-6,Vitara 4YOU ALLGRIP 1.6 16V Aut.,2017,julho de 2021 ,"R$ 80.967,00"
028076-3,Vitara 4STYLE ALLGRIP 1.4 TB 16V Aut.,2019,fevereiro de 2020 ,"R$ 104.521,00"
028076-3,Vitara 4STYLE ALLGRIP 1.4 TB 16V Aut.,2019,maio de 2020 ,"R$ 106.749,00"
028022-4,Vitara JLX 1.6 16V 4x4 4p Mec.,1996,outubro de 2021 ,"R$ 18.336,00"
028076-3,Vitara 4STYLE ALLGRIP 1.4 TB 16V Aut.,2020,novembro de 2020 ,"R$ 115.834,00"
028076-3,Vitara 4STYLE ALLGRIP 1.4 TB 16V Aut.,2019,março de 2020 ,"R$ 106.332,00"
028017-8,Vitara JLX 2.0 V6 4x4,1997,setembro de 2021 ,"R$ 20.291,00"
028076-3,Vitara 4STYLE ALLGRIP 1.4 TB 16V Aut.,2020,novembro de 2021 ,"R$ 142.209,00"
028022-4,Vitara JLX 1.6 16V 4x4 4p Mec.,1995,dezembro de 2021 ,"R$ 18.296,00"
028076-3,Vitara 4STYLE ALLGRIP 1.4 TB 16V Aut.,2019,abril de 2020 ,"R$ 107.406,00"
028076-3,Vitara 4STYLE ALLGRIP 1.4 TB 16V Aut.,2019,fevereiro de 2021 ,"R$ 109.736,00"
028076-3,Vitara 4STYLE ALLGRIP 1.4 TB 16V Aut.,2019,março de 2021 ,"R$ 113.232,00"
028007-0,Vitara JLX Canvas 1.6 8V 2p,1997,outubro de 2021 ,"R$ 21.597,00"
028015-1,Jimny Wide/ Jimny/4ALL 1.3 16V,2010,fevereiro de 2020 ,"R$ 33.854,00"
028007-0,Vitara JLX Canvas 1.6 8V 2p,1997,setembro de 2020 ,"R$ 19.000,00"
028068-2,Vitara 4SPORT ALLGRIP 1.4 TB 16V Aut.,2017,dezembro de 2020 ,"R$ 84.462,00"
028076-3,Vitara 4STYLE ALLGRIP 1.4 TB 16V Aut.,2019,junho de 2020 ,"R$ 107.275,00"
028008-9,Vitara JLX Metal 1.6 8V 2p,1997,outubro de 2020 ,"R$ 19.896,00"
028045-3,SX4 2.0 16V 145cv 4WD 5p Mec.,2008,abril de 2020 ,"R$ 24.854,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2019,novembro de 2021 ,"R$ 106.441,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,maio de 2021 ,"R$ 101.877,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,setembro de 2021 ,"R$ 108.073,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,julho de 2021 ,"R$ 104.929,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2019,junho de 2020 ,"R$ 100.002,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,agosto de 2021 ,"R$ 106.489,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,abril de 2021 ,"R$ 102.420,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,outubro de 2020 ,"R$ 105.902,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,dezembro de 2021 ,"R$ 110.445,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,outubro de 2021 ,"R$ 109.680,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2019,agosto de 2020 ,"R$ 99.013,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,janeiro de 2021 ,"R$ 104.110,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,abril de 2020 ,"R$ 106.545,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,dezembro de 2020 ,"R$ 104.697,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2019,junho de 2021 ,"R$ 99.991,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,setembro de 2020 ,"R$ 106.520,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,janeiro de 2020 ,"R$ 108.487,00"
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p,2020,março de 2021 ,"R$ 102.977,00"
002001-0,Band.Jipe Capota de Lona Diesel,2001,agosto de 2021 ,"R$ 43.240,00"
002001-0,Band.Jipe Capota de Lona Diesel,2000,julho de 2021 ,"R$ 41.190,00"
002001-0,Band.Jipe Capota de Lona Diesel,2001,junho de 2020 ,"R$ 42.282,00"
002001-0,Band.Jipe Capota de Lona Diesel,2000,junho de 2021 ,"R$ 40.587,00"
002001-0,Band.Jipe Capota de Lona Diesel,2000,outubro de 2020 ,"R$ 40.489,00"
002001-0,Band.Jipe Capota de Lona Diesel,2000,novembro de 2020 ,"R$ 40.412,00"
002001-0,Band.Jipe Capota de Lona Diesel,2000,setembro de 2020 ,"R$ 40.567,00"
002001-0,Band.Jipe Capota de Lona Diesel,2000,julho de 2020 ,"R$ 40.723,00"
002009-5,Camry LE,2000,novembro de 2020 ,"R$ 14.874,00"
002001-0,Band.Jipe Capota de Lona Diesel,2000,abril de 2021 ,"R$ 40.027,00"
002001-0,Band.Jipe Capota de Lona Diesel,2000,maio de 2021 ,"R$ 39.950,00"
002001-0,Band.Jipe Capota de Lona Diesel,2000,março de 2021 ,"R$ 40.104,00"
002001-0,Band.Jipe Capota de Lona Diesel,2000,março de 2020 ,"R$ 41.035,00"
002001-0,Band.Jipe Capota de Lona Diesel,2000,agosto de 2020 ,"R$ 40.645,00"
002008-7,Band.Picape Chassi Longo Diesel,2000,abril de 2021 ,"R$ 37.403,00"
002008-7,Band.Picape Chassi Longo Diesel,2000,dezembro de 2021 ,"R$ 46.215,00"
002001-0,Band.Jipe Capota de Lona Diesel,1999,fevereiro de 2021 ,"R$ 38.964,00"
002005-2,Band.Picape Chassi Curto Diesel,1999,fevereiro de 2020 ,"R$ 31.622,00"
002001-0,Band.Jipe Capota de Lona Diesel,1999,fevereiro de 2020 ,"R$ 39.849,00"
002008-7,Band.Picape Chassi Longo Diesel,2000,julho de 2020 ,"R$ 38.019,00"
002001-0,Band.Jipe Capota de Lona Diesel,1999,dezembro de 2020 ,"R$ 39.106,00"
002005-2,Band.Picape Chassi Curto Diesel,1999,janeiro de 2020 ,"R$ 31.673,00"
002008-7,Band.Picape Chassi Longo Diesel,1999,novembro de 2021 ,"R$ 44.237,00"
002008-7,Band.Picape Chassi Longo Diesel,1999,agosto de 2021 ,"R$ 39.653,00"
002008-7,Band.Picape Chassi Longo Diesel,1999,outubro de 2021 ,"R$ 43.425,00"
002008-7,Band.Picape Chassi Longo Diesel,1999,outubro de 2020 ,"R$ 36.583,00"
002001-0,Band.Jipe Capota de Lona Diesel,1999,maio de 2020 ,"R$ 39.621,00"
002044-3,Celica GT 2.2 16V,1995,setembro de 2021 ,"R$ 17.552,00"
002008-7,Band.Picape Chassi Longo Diesel,1999,dezembro de 2020 ,"R$ 36.454,00"
002043-5,Camry SW XLE 3.0 24V,1992,outubro de 2020 ,"R$ 9.653,00"
002036-2,Celica ST 1.8,1993,janeiro de 2020 ,"R$ 11.104,00"
002008-7,Band.Picape Chassi Longo Diesel,1999,janeiro de 2021 ,"R$ 36.392,00"
002043-5,Camry SW XLE 3.0 24V,1992,fevereiro de 2020 ,"R$ 9.622,00"
002001-0,Band.Jipe Capota de Lona Diesel,1997,janeiro de 2021 ,"R$ 36.180,00"
002044-3,Celica GT 2.2 16V,1994,julho de 2021 ,"R$ 12.289,00"
002044-3,Celica GT 2.2 16V,1994,outubro de 2020 ,"R$ 11.689,00"
002010-9,Camry XLE 3.0 24V 186cv,2004,novembro de 2021 ,"R$ 27.609,00"
002044-3,Celica GT 2.2 16V,1994,setembro de 2020 ,"R$ 11.722,00"
002183-0,Corolla Altis Prem. Hybrid 1.8 Flex Aut,32000,março de 2021 ,"R$ 161.787,00"
002010-9,Camry XLE 3.0 24V 186cv,2004,fevereiro de 2021 ,"R$ 23.414,00"
002202-0,Corolla Cross SE 1.8 16V Aut. (Híbrido),32000,julho de 2021 ,"R$ 196.784,00"
002006-0,Band.Picape CD 2p Chassi Longo Diesel,1995,agosto de 2020 ,"R$ 31.589,00"
002182-2,Corolla Altis Hybrid 1.8 16V Flex Aut.,2021,dezembro de 2021 ,"R$ 159.215,00"
002182-2,Corolla Altis Hybrid 1.8 16V Flex Aut.,2022,novembro de 2021 ,"R$ 159.917,00"
002183-0,Corolla Altis Prem. Hybrid 1.8 Flex Aut,2022,maio de 2021 ,"R$ 146.521,00"
002182-2,Corolla Altis Hybrid 1.8 16V Flex Aut.,2022,agosto de 2021 ,"R$ 152.148,00"
002011-7,Corolla DX/ SW DX 1.6 16V,1996,junho de 2020 ,"R$ 9.672,00"
002183-0,Corolla Altis Prem. Hybrid 1.8 Flex Aut,2021,junho de 2021 ,"R$ 149.198,00"
002010-9,Camry XLE 3.0 24V 186cv,2002,agosto de 2021 ,"R$ 23.166,00"
002011-7,Corolla DX/ SW DX 1.6 16V,1996,junho de 2021 ,"R$ 10.590,00"
002183-0,Corolla Altis Prem. Hybrid 1.8 Flex Aut,2020,julho de 2021 ,"R$ 146.406,00"
002008-7,Band.Picape Chassi Longo Diesel,1995,setembro de 2021 ,"R$ 31.683,00"
002182-2,Corolla Altis Hybrid 1.8 16V Flex Aut.,2020,julho de 2021 ,"R$ 138.844,00"
002010-9,Camry XLE 3.0 24V 186cv,2001,setembro de 2021 ,"R$ 21.986,00"
002009-5,Camry LE,1993,dezembro de 2020 ,"R$ 7.572,00"
002098-2,Camry XLE 3.5 24V Aut.,2015,dezembro de 2021 ,"R$ 89.475,00"
002084-2,Corolla Fielder SW 1.8/1.8 XEi Flex Aut.,2008,agosto de 2020 ,"R$ 27.181,00"
002084-2,Corolla Fielder SW 1.8/1.8 XEi Flex Aut.,2007,dezembro de 2020 ,"R$ 25.952,00"
002083-4,Corolla Fielder SW 1.8/1.8 XEi Flex Mec,2007,setembro de 2021 ,"R$ 30.700,00"
002084-2,Corolla Fielder SW 1.8/1.8 XEi Flex Aut.,2007,setembro de 2020 ,"R$ 24.950,00"
002084-2,Corolla Fielder SW 1.8/1.8 XEi Flex Aut.,2007,novembro de 2020 ,"R$ 25.283,00"
002011-7,Corolla DX/ SW DX 1.6 16V,1994,maio de 2020 ,"R$ 7.821,00"
002011-7,Corolla DX/ SW DX 1.6 16V,1995,março de 2020 ,"R$ 9.873,00"
002011-7,Corolla DX/ SW DX 1.6 16V,1994,abril de 2020 ,"R$ 7.842,00"
002083-4,Corolla Fielder SW 1.8/1.8 XEi Flex Mec,2006,outubro de 2021 ,"R$ 28.832,00"
002084-2,Corolla Fielder SW 1.8/1.8 XEi Flex Aut.,2006,outubro de 2020 ,"R$ 24.043,00"
002083-4,Corolla Fielder SW 1.8/1.8 XEi Flex Mec,2007,junho de 2020 ,"R$ 24.025,00"
002083-4,Corolla Fielder SW 1.8/1.8 XEi Flex Mec,2007,março de 2020 ,"R$ 24.306,00"
002083-4,Corolla Fielder SW 1.8/1.8 XEi Flex Mec,2007,julho de 2020 ,"R$ 24.081,00"
002011-7,Corolla DX/ SW DX 1.6 16V,1993,janeiro de 2020 ,"R$ 6.940,00"
002108-3,Corolla GLi 1.8 Flex 16V Mec.,2017,fevereiro de 2020 ,"R$ 64.689,00"
002108-3,Corolla GLi 1.8 Flex 16V Mec.,2017,março de 2020 ,"R$ 65.325,00"
002109-1,Corolla GLi 1.8 Flex 16V  Aut.,2019,maio de 2020 ,"R$ 76.384,00"
002108-3,Corolla GLi 1.8 Flex 16V Mec.,2017,janeiro de 2020 ,"R$ 65.995,00"
002109-1,Corolla GLi 1.8 Flex 16V  Aut.,2018,agosto de 2021 ,"R$ 83.088,00"
002083-4,Corolla Fielder SW 1.8/1.8 XEi Flex Mec,2006,fevereiro de 2020 ,"R$ 23.359,00"
002083-4,Corolla Fielder SW 1.8/1.8 XEi Flex Mec,2005,abril de 2020 ,"R$ 21.833,00"
002108-3,Corolla GLi 1.8 Flex 16V Mec.,2016,dezembro de 2021 ,"R$ 78.940,00"
002139-3,Corolla GLi Upper 1.8 Flex 16V Aut.,2019,dezembro de 2020 ,"R$ 79.826,00"
002012-5,Corolla LE 1.8,1998,julho de 2020 ,"R$ 11.709,00"
002139-3,Corolla GLi Upper 1.8 Flex 16V Aut.,2019,novembro de 2020 ,"R$ 77.619,00"
002008-7,Band.Picape Chassi Longo Diesel,1991,junho de 2020 ,"R$ 24.926,00"
002083-4,Corolla Fielder SW 1.8/1.8 XEi Flex Mec,2005,agosto de 2021 ,"R$ 25.382,00"
002012-5,Corolla LE 1.8,1998,junho de 2020 ,"R$ 11.742,00"
002155-5,Corolla GLi Upper Black P. 1.8 Flex Aut.,2017,março de 2020 ,"R$ 70.483,00"
002109-1,Corolla GLi 1.8 Flex 16V  Aut.,2016,julho de 2021 ,"R$ 72.355,00"
002181-4,Corolla GLi 2.0 16V Flex Aut.,2022,outubro de 2021 ,"R$ 124.243,00"
002109-1,Corolla GLi 1.8 Flex 16V  Aut.,2016,maio de 2021 ,"R$ 68.812,00"
002045-1,Corolla LE 2.2 16V,1996,janeiro de 2021 ,"R$ 11.294,00"
002012-5,Corolla LE 1.8,1997,abril de 2020 ,"R$ 11.158,00"
002045-1,Corolla LE 2.2 16V,1997,dezembro de 2020 ,"R$ 11.723,00"
002045-1,Corolla LE 2.2 16V,1997,novembro de 2020 ,"R$ 11.756,00"
002181-4,Corolla GLi 2.0 16V Flex Aut.,2022,julho de 2021 ,"R$ 118.856,00"
002045-1,Corolla LE 2.2 16V,1996,setembro de 2020 ,"R$ 11.267,00"
002005-2,Band.Picape Chassi Curto Diesel,1988,dezembro de 2021 ,"R$ 17.297,00"
002029-0,Corolla SE-G 1.8 16V Mec.,2001,maio de 2021 ,"R$ 14.788,00"
002029-0,Corolla SE-G 1.8 16V Mec.,2001,junho de 2021 ,"R$ 15.007,00"
002109-1,Corolla GLi 1.8 Flex 16V  Aut.,2015,junho de 2021 ,"R$ 67.437,00"
002181-4,Corolla GLi 2.0 16V Flex Aut.,2021,dezembro de 2021 ,"R$ 124.463,00"
002060-5,Corolla SE-G 1.8/1.8 Flex 16V Aut.,2009,maio de 2021 ,"R$ 43.729,00"
002029-0,Corolla SE-G 1.8 16V Mec.,2001,abril de 2021 ,"R$ 14.876,00"
002037-0,Corolla SW LE 1.8/ XLi 1.6 16V,1998,janeiro de 2021 ,"R$ 9.976,00"
002037-0,Corolla SW LE 1.8/ XLi 1.6 16V,1998,dezembro de 2020 ,"R$ 10.004,00"
002060-5,Corolla SE-G 1.8/1.8 Flex 16V Aut.,2009,abril de 2021 ,"R$ 43.270,00"
002037-0,Corolla SW LE 1.8/ XLi 1.6 16V,1998,fevereiro de 2021 ,"R$ 9.949,00"
002029-0,Corolla SE-G 1.8 16V Mec.,2001,março de 2021 ,"R$ 14.965,00"
002060-5,Corolla SE-G 1.8/1.8 Flex 16V Aut.,2009,março de 2021 ,"R$ 41.397,00"
002037-0,Corolla SW LE 1.8/ XLi 1.6 16V,1998,outubro de 2020 ,"R$ 10.060,00"
002037-0,Corolla SW LE 1.8/ XLi 1.6 16V,1998,novembro de 2020 ,"R$ 10.032,00"
002013-3,Corolla WG,1999,maio de 2021 ,"R$ 11.710,00"
002037-0,Corolla SW LE 1.8/ XLi 1.6 16V,1998,agosto de 2020 ,"R$ 10.116,00"
002037-0,Corolla SW LE 1.8/ XLi 1.6 16V,1998,julho de 2020 ,"R$ 10.116,00"
002061-3,Corolla XEi 1.8/1.8 Flex 16V Aut.,2009,janeiro de 2021 ,"R$ 39.471,00"
002061-3,Corolla XEi 1.8/1.8 Flex 16V Aut.,2009,março de 2021 ,"R$ 40.246,00"
002060-5,Corolla SE-G 1.8/1.8 Flex 16V Aut.,2008,janeiro de 2021 ,"R$ 32.227,00"
002061-3,Corolla XEi 1.8/1.8 Flex 16V Aut.,2009,agosto de 2020 ,"R$ 37.871,00"
002013-3,Corolla WG,1997,setembro de 2021 ,"R$ 11.087,00"
002080-0,Corolla XLi 1.6 16V 110cv Aut.,2010,agosto de 2021 ,"R$ 44.850,00"
002012-5,Corolla LE 1.8,1994,outubro de 2020 ,"R$ 9.374,00"
002013-3,Corolla WG,1997,junho de 2021 ,"R$ 10.015,00"
002061-3,Corolla XEi 1.8/1.8 Flex 16V Aut.,2009,novembro de 2020 ,"R$ 38.514,00"
002028-1,Corolla XEi 1.8/1.8 Flex 16V Mec.,2009,dezembro de 2020 ,"R$ 36.370,00"
002028-1,Corolla XEi 1.8/1.8 Flex 16V Mec.,2009,janeiro de 2021 ,"R$ 36.690,00"
002079-6,Corolla XLi 1.6 16V 110cv Mec.,2006,setembro de 2021 ,"R$ 27.255,00"
002061-3,Corolla XEi 1.8/1.8 Flex 16V Aut.,2008,dezembro de 2020 ,"R$ 29.929,00"
002079-6,Corolla XLi 1.6 16V 110cv Mec.,2006,agosto de 2021 ,"R$ 26.591,00"
002061-3,Corolla XEi 1.8/1.8 Flex 16V Aut.,2008,setembro de 2020 ,"R$ 29.174,00"
002079-6,Corolla XLi 1.6 16V 110cv Mec.,2006,março de 2020 ,"R$ 23.037,00"
002027-3,Corolla XLi 1.8/1.8 Flex 16V Mec.,2014,janeiro de 2021 ,"R$ 47.698,00"
002027-3,Corolla XLi 1.8/1.8 Flex 16V Mec.,2013,abril de 2021 ,"R$ 46.288,00"
002080-0,Corolla XLi 1.6 16V 110cv Aut.,2009,junho de 2021 ,"R$ 40.088,00"
002115-6,Corolla XRS 2.0 Flex 16V Aut.,2019,maio de 2021 ,"R$ 98.022,00"
002010-9,Camry XLE 3.0 24V 186cv,1992,novembro de 2020 ,"R$ 8.371,00"
002027-3,Corolla XLi 1.8/1.8 Flex 16V Mec.,2013,fevereiro de 2021 ,"R$ 46.032,00"
002027-3,Corolla XLi 1.8/1.8 Flex 16V Mec.,2013,março de 2021 ,"R$ 46.521,00"
002013-3,Corolla WG,1996,julho de 2021 ,"R$ 9.488,00"
002115-6,Corolla XRS 2.0 Flex 16V Aut.,2018,junho de 2021 ,"R$ 95.202,00"
002115-6,Corolla XRS 2.0 Flex 16V Aut.,2018,abril de 2021 ,"R$ 91.566,00"
002063-0,Corona Aut.,1997,outubro de 2021 ,"R$ 10.505,00"
002013-3,Corolla WG,1995,agosto de 2021 ,"R$ 9.246,00"
002121-0,ETIOS 1.3 Flex 16V 5p Mec.,2014,maio de 2021 ,"R$ 33.102,00"
002027-3,Corolla XLi 1.8/1.8 Flex 16V Mec.,2013,dezembro de 2020 ,"R$ 45.812,00"
002024-9,Corona GLi Mec,1999,dezembro de 2020 ,"R$ 12.512,00"
002115-6,Corolla XRS 2.0 Flex 16V Aut.,2018,março de 2021 ,"R$ 88.514,00"
002115-6,Corolla XRS 2.0 Flex 16V Aut.,2018,fevereiro de 2021 ,"R$ 87.222,00"
002063-0,Corona Aut.,1997,setembro de 2021 ,"R$ 10.253,00"
002024-9,Corona GLi Mec,2000,novembro de 2020 ,"R$ 16.631,00"
002039-7,Corona Mec.,1999,março de 2021 ,"R$ 11.742,00"
002039-7,Corona Mec.,1999,dezembro de 2020 ,"R$ 11.843,00"
002060-5,Corolla SE-G 1.8/1.8 Flex 16V Aut.,2005,fevereiro de 2021 ,"R$ 25.188,00"
002080-0,Corolla XLi 1.6 16V 110cv Aut.,2007,julho de 2021 ,"R$ 29.544,00"
002039-7,Corona Mec.,1999,fevereiro de 2021 ,"R$ 11.775,00"
002039-7,Corona Mec.,1999,janeiro de 2021 ,"R$ 11.809,00"
002133-4,ETIOS CROSS 1.5 Flex 16V 5p Mec.,2017,dezembro de 2021 ,"R$ 58.075,00"
002148-2,ETIOS CROSS 1.5 Flex 16V 5p Aut.,2017,janeiro de 2020 ,"R$ 47.569,00"
002111-3,Corolla XEi 2.0 Flex 16V Aut.,2020,setembro de 2021 ,"R$ 121.102,00"
002148-2,ETIOS CROSS 1.5 Flex 16V 5p Aut.,2017,fevereiro de 2020 ,"R$ 47.386,00"
002133-4,ETIOS CROSS 1.5 Flex 16V 5p Mec.,2016,novembro de 2021 ,"R$ 48.708,00"
002133-4,ETIOS CROSS 1.5 Flex 16V 5p Mec.,2016,fevereiro de 2020 ,"R$ 40.631,00"
002061-3,Corolla XEi 1.8/1.8 Flex 16V Aut.,2005,fevereiro de 2021 ,"R$ 25.021,00"
002062-1,Corolla XLi 1.8/1.8 Flex 16V Aut.,2010,julho de 2021 ,"R$ 44.201,00"
002061-3,Corolla XEi 1.8/1.8 Flex 16V Aut.,2005,outubro de 2020 ,"R$ 24.004,00"
002133-4,ETIOS CROSS 1.5 Flex 16V 5p Mec.,2016,setembro de 2021 ,"R$ 47.311,00"
002156-3,ETIOS PLATINUM 1.5 Flex 16V 4p Aut.,2018,novembro de 2021 ,"R$ 63.510,00"
002156-3,ETIOS PLATINUM 1.5 Flex 16V 4p Aut.,2018,abril de 2020 ,"R$ 50.472,00"
002135-0,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Mec.,2015,julho de 2021 ,"R$ 43.463,00"
002156-3,ETIOS PLATINUM 1.5 Flex 16V 4p Aut.,2018,junho de 2020 ,"R$ 50.043,00"
002061-3,Corolla XEi 1.8/1.8 Flex 16V Aut.,2005,abril de 2020 ,"R$ 23.890,00"
002135-0,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Mec.,2016,janeiro de 2020 ,"R$ 42.521,00"
002157-1,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Aut.,2018,abril de 2021 ,"R$ 56.826,00"
002135-0,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Mec.,2015,maio de 2021 ,"R$ 41.088,00"
002157-1,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Aut.,2018,março de 2021 ,"R$ 53.597,00"
002156-3,ETIOS PLATINUM 1.5 Flex 16V 4p Aut.,2018,maio de 2020 ,"R$ 50.266,00"
002157-1,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Aut.,2018,fevereiro de 2021 ,"R$ 52.606,00"
002157-1,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Aut.,2018,janeiro de 2021 ,"R$ 52.261,00"
002135-0,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Mec.,2015,junho de 2021 ,"R$ 42.575,00"
002156-3,ETIOS PLATINUM 1.5 Flex 16V 4p Aut.,2017,julho de 2020 ,"R$ 47.824,00"
