Código FIPE,Modelo,Ano,Mês de Referência,Preço
801017-0,SXT 27.5 E 190cc,1995,novembro de 2020 ,"R$ 2.247,00"
801017-0,SXT 27.5 E 190cc,1994,outubro de 2021 ,"R$ 2.031,00"
801016-1,SUPER CITY 150,1996,julho de 2020 ,"R$ 4.341,00"
801014-5,SST 13.5 125cc,1996,janeiro de 2020 ,"R$ 1.306,00"
801017-0,SXT 27.5 E 190cc,1995,janeiro de 2021 ,"R$ 2.235,00"
801014-5,SST 13.5 125cc,1993,janeiro de 2021 ,"R$ 993,00"
801014-5,SST 13.5 125cc,1995,janeiro de 2020 ,"R$ 1.156,00"
801014-5,SST 13.5 125cc,1996,abril de 2020 ,"R$ 1.294,00"
801017-0,SXT 27.5 E 190cc,1993,outubro de 2021 ,"R$ 1.963,00"
801014-5,SST 13.5 125cc,1993,maio de 2020 ,"R$ 1.017,00"
801016-1,SUPER CITY 150,1994,janeiro de 2020 ,"R$ 3.734,00"
801017-0,SXT 27.5 E 190cc,1994,janeiro de 2021 ,"R$ 1.917,00"
801014-5,SST 13.5 125cc,1992,agosto de 2020 ,"R$ 954,00"
801014-5,SST 13.5 125cc,1990,fevereiro de 2021 ,"R$ 855,00"
801009-9,ELEFANTRE 30.0 ES 190cc,1990,julho de 2020 ,"R$ 1.667,00"
801016-1,SUPER CITY 150,1996,junho de 2021 ,"R$ 4.294,00"
801016-1,SUPER CITY 150,1995,abril de 2020 ,"R$ 4.137,00"
801014-5,SST 13.5 125cc,1994,janeiro de 2020 ,"R$ 1.086,00"
801017-0,SXT 27.5 E 190cc,1993,janeiro de 2021 ,"R$ 1.854,00"
801016-1,SUPER CITY 150,1995,julho de 2020 ,"R$ 4.104,00"
801014-5,SST 13.5 125cc,1996,abril de 2021 ,"R$ 1.247,00"
801014-5,SST 13.5 125cc,1994,junho de 2020 ,"R$ 1.071,00"
801017-0,SXT 27.5 E 190cc,1993,agosto de 2021 ,"R$ 1.911,00"
801014-5,SST 13.5 125cc,1992,março de 2021 ,"R$ 933,00"
801017-0,SXT 27.5 E 190cc,1992,janeiro de 2021 ,"R$ 1.787,00"
801017-0,SXT 27.5 E 190cc,1995,julho de 2020 ,"R$ 2.210,00"
801016-1,SUPER CITY 150,1994,julho de 2020 ,"R$ 3.674,00"
801017-0,SXT 27.5 E 190cc,1995,dezembro de 2021 ,"R$ 2.384,00"
801014-5,SST 13.5 125cc,1995,abril de 2020 ,"R$ 1.147,00"
801014-5,SST 13.5 125cc,1991,agosto de 2020 ,"R$ 912,00"
801017-0,SXT 27.5 E 190cc,1992,agosto de 2021 ,"R$ 1.841,00"
801017-0,SXT 27.5 E 190cc,1995,abril de 2020 ,"R$ 2.102,00"
801017-0,SXT 27.5 E 190cc,1995,junho de 2020 ,"R$ 2.157,00"
801016-1,SUPER CITY 150,1996,fevereiro de 2021 ,"R$ 4.264,00"
801017-0,SXT 27.5 E 190cc,1991,agosto de 2021 ,"R$ 1.546,00"
801017-0,SXT 27.5 E 190cc,1994,junho de 2020 ,"R$ 1.952,00"
801016-1,SUPER CITY 150,1995,fevereiro de 2021 ,"R$ 4.027,00"
801017-0,SXT 27.5 E 190cc,1990,agosto de 2021 ,"R$ 1.452,00"
801017-0,SXT 27.5 E 190cc,1993,junho de 2020 ,"R$ 1.889,00"
801016-1,SUPER CITY 150,1994,fevereiro de 2021 ,"R$ 3.604,00"
801014-5,SST 13.5 125cc,1991,março de 2021 ,"R$ 891,00"
801017-0,SXT 27.5 E 190cc,1992,junho de 2020 ,"R$ 1.779,00"
801014-5,SST 13.5 125cc,1990,março de 2021 ,"R$ 852,00"
801017-0,SXT 27.5 E 190cc,1991,junho de 2020 ,"R$ 1.528,00"
801014-5,SST 13.5 125cc,1992,março de 2020 ,"R$ 969,00"
801014-5,SST 13.5 125cc,1994,abril de 2020 ,"R$ 1.077,00"
801017-0,SXT 27.5 E 190cc,1995,março de 2020 ,"R$ 2.093,00"
801020-0,SUPER CITY 125,1994,abril de 2020 ,"R$ 2.548,00"
801014-5,SST 13.5 125cc,1992,novembro de 2021 ,"R$ 994,00"
801014-5,SST 13.5 125cc,1990,agosto de 2020 ,"R$ 873,00"
801014-5,SST 13.5 125cc,1992,maio de 2020 ,"R$ 963,00"
801014-5,SST 13.5 125cc,1991,maio de 2020 ,"R$ 921,00"
801016-1,SUPER CITY 150,1996,outubro de 2020 ,"R$ 4.308,00"
801017-0,SXT 27.5 E 190cc,1994,março de 2020 ,"R$ 1.967,00"
801014-5,SST 13.5 125cc,1991,março de 2020 ,"R$ 927,00"
801017-0,SXT 27.5 E 190cc,1991,janeiro de 2021 ,"R$ 1.500,00"
801017-0,SXT 27.5 E 190cc,1995,março de 2021 ,"R$ 2.223,00"
801017-0,SXT 27.5 E 190cc,1990,janeiro de 2021 ,"R$ 1.410,00"
801014-5,SST 13.5 125cc,1996,agosto de 2021 ,"R$ 1.296,00"
801016-1,SUPER CITY 150,1994,janeiro de 2021 ,"R$ 3.614,00"
801018-8,SXT 27.5 EX 190cc,1997,outubro de 2021 ,"R$ 3.198,00"
801017-0,SXT 27.5 E 190cc,1993,março de 2020 ,"R$ 1.904,00"
801014-5,SST 13.5 125cc,1990,março de 2020 ,"R$ 888,00"
801017-0,SXT 27.5 E 190cc,1994,março de 2021 ,"R$ 1.907,00"
801016-1,SUPER CITY 150,1995,outubro de 2020 ,"R$ 4.071,00"
801014-5,SST 13.5 125cc,1992,julho de 2021 ,"R$ 952,00"
801014-5,SST 13.5 125cc,1995,novembro de 2020 ,"R$ 1.126,00"
801017-0,SXT 27.5 E 190cc,1995,agosto de 2020 ,"R$ 2.265,00"
801016-1,SUPER CITY 150,1994,outubro de 2020 ,"R$ 3.644,00"
801018-8,SXT 27.5 EX 190cc,1997,agosto de 2021 ,"R$ 3.112,00"
801014-5,SST 13.5 125cc,1994,novembro de 2020 ,"R$ 1.056,00"
801017-0,SXT 27.5 E 190cc,1993,março de 2021 ,"R$ 1.844,00"
801014-5,SST 13.5 125cc,1992,maio de 2021 ,"R$ 927,00"
801014-5,SST 13.5 125cc,1992,janeiro de 2021 ,"R$ 939,00"
801017-0,SXT 27.5 E 190cc,1992,março de 2021 ,"R$ 1.777,00"
801014-5,SST 13.5 125cc,1991,janeiro de 2021 ,"R$ 897,00"
801018-8,SXT 27.5 EX 190cc,1996,agosto de 2021 ,"R$ 3.006,00"
801014-5,SST 13.5 125cc,1991,novembro de 2021 ,"R$ 949,00"
801014-5,SST 13.5 125cc,1991,maio de 2021 ,"R$ 885,00"
801017-0,SXT 27.5 E 190cc,1991,março de 2021 ,"R$ 1.492,00"
801014-5,SST 13.5 125cc,1993,janeiro de 2020 ,"R$ 1.029,00"
801014-5,SST 13.5 125cc,1992,janeiro de 2020 ,"R$ 975,00"
801017-0,SXT 27.5 E 190cc,1994,dezembro de 2021 ,"R$ 2.045,00"
801018-8,SXT 27.5 EX 190cc,1995,agosto de 2021 ,"R$ 2.782,00"
801017-0,SXT 27.5 E 190cc,1995,outubro de 2020 ,"R$ 2.253,00"
801016-1,SUPER CITY 150,1995,março de 2020 ,"R$ 4.148,00"
801017-0,SXT 27.5 E 190cc,1995,fevereiro de 2021 ,"R$ 2.229,00"
801018-8,SXT 27.5 EX 190cc,1997,junho de 2021 ,"R$ 3.029,00"
801016-1,SUPER CITY 150,1995,fevereiro de 2020 ,"R$ 4.159,00"
801014-5,SST 13.5 125cc,1991,janeiro de 2020 ,"R$ 933,00"
801018-8,SXT 27.5 EX 190cc,1996,junho de 2021 ,"R$ 2.925,00"
801014-5,SST 13.5 125cc,1995,agosto de 2021 ,"R$ 1.154,00"
801014-5,SST 13.5 125cc,1993,abril de 2020 ,"R$ 1.020,00"
801017-0,SXT 27.5 E 190cc,1994,outubro de 2020 ,"R$ 1.932,00"
801018-8,SXT 27.5 EX 190cc,1995,junho de 2021 ,"R$ 2.708,00"
801017-0,SXT 27.5 E 190cc,1994,fevereiro de 2021 ,"R$ 1.912,00"
801016-1,SUPER CITY 150,1995,junho de 2021 ,"R$ 4.053,00"
801017-0,SXT 27.5 E 190cc,1992,junho de 2021 ,"R$ 1.793,00"
801016-1,SUPER CITY 150,1994,março de 2020 ,"R$ 3.714,00"
801017-0,SXT 27.5 E 190cc,1993,outubro de 2020 ,"R$ 1.869,00"
801016-1,SUPER CITY 150,1995,outubro de 2021 ,"R$ 4.282,00"
801017-0,SXT 27.5 E 190cc,1992,outubro de 2020 ,"R$ 1.802,00"
801016-1,SUPER CITY 150,1994,fevereiro de 2020 ,"R$ 3.724,00"
801018-8,SXT 27.5 EX 190cc,1997,dezembro de 2021 ,"R$ 3.220,00"
801017-0,SXT 27.5 E 190cc,1993,fevereiro de 2021 ,"R$ 1.849,00"
801014-5,SST 13.5 125cc,1992,abril de 2020 ,"R$ 966,00"
801016-1,SUPER CITY 150,1994,outubro de 2021 ,"R$ 3.833,00"
801014-5,SST 13.5 125cc,1995,setembro de 2020 ,"R$ 1.132,00"
801017-0,SXT 27.5 E 190cc,1992,outubro de 2021 ,"R$ 1.891,00"
801016-1,SUPER CITY 150,1994,junho de 2021 ,"R$ 3.629,00"
801016-1,SUPER CITY 150,1996,novembro de 2021 ,"R$ 4.552,00"
801017-0,SXT 27.5 E 190cc,1994,abril de 2021 ,"R$ 1.902,00"
801017-0,SXT 27.5 E 190cc,1994,abril de 2020 ,"R$ 1.962,00"
801017-0,SXT 27.5 E 190cc,1991,outubro de 2020 ,"R$ 1.512,00"
801014-5,SST 13.5 125cc,1994,setembro de 2020 ,"R$ 1.062,00"
801017-0,SXT 27.5 E 190cc,1995,fevereiro de 2020 ,"R$ 2.042,00"
801018-8,SXT 27.5 EX 190cc,1997,março de 2021 ,"R$ 2.877,00"
801017-0,SXT 27.5 E 190cc,1990,outubro de 2020 ,"R$ 1.422,00"
801017-0,SXT 27.5 E 190cc,1993,abril de 2021 ,"R$ 1.839,00"
801017-0,SXT 27.5 E 190cc,1992,março de 2020 ,"R$ 1.746,00"
801018-8,SXT 27.5 EX 190cc,1994,junho de 2021 ,"R$ 2.427,00"
801017-0,SXT 27.5 E 190cc,1991,março de 2020 ,"R$ 1.540,00"
801017-0,SXT 27.5 E 190cc,1994,novembro de 2020 ,"R$ 1.927,00"
801018-8,SXT 27.5 EX 190cc,1996,outubro de 2021 ,"R$ 3.089,00"
801017-0,SXT 27.5 E 190cc,1994,fevereiro de 2020 ,"R$ 1.972,00"
801018-8,SXT 27.5 EX 190cc,1997,maio de 2021 ,"R$ 2.985,00"
801014-5,SST 13.5 125cc,1993,setembro de 2020 ,"R$ 1.005,00"
801017-0,SXT 27.5 E 190cc,1995,setembro de 2020 ,"R$ 2.259,00"
801017-0,SXT 27.5 E 190cc,1993,dezembro de 2021 ,"R$ 1.975,00"
801017-0,SXT 27.5 E 190cc,1995,janeiro de 2020 ,"R$ 2.047,00"
801014-5,SST 13.5 125cc,1992,setembro de 2020 ,"R$ 951,00"
801017-0,SXT 27.5 E 190cc,1993,fevereiro de 2020 ,"R$ 1.909,00"
801014-5,SST 13.5 125cc,1990,janeiro de 2020 ,"R$ 894,00"
801018-8,SXT 27.5 EX 190cc,1996,maio de 2021 ,"R$ 2.882,00"
801016-1,SUPER CITY 150,1995,abril de 2021 ,"R$ 4.005,00"
801014-5,SST 13.5 125cc,1991,setembro de 2020 ,"R$ 909,00"
801014-5,SST 13.5 125cc,1990,novembro de 2021 ,"R$ 907,00"
801014-5,SST 13.5 125cc,1991,abril de 2020 ,"R$ 924,00"
801017-0,SXT 27.5 E 190cc,1992,fevereiro de 2020 ,"R$ 1.751,00"
801014-5,SST 13.5 125cc,1990,abril de 2020 ,"R$ 885,00"
801017-0,SXT 27.5 E 190cc,1995,maio de 2021 ,"R$ 2.211,00"
801017-0,SXT 27.5 E 190cc,1995,maio de 2020 ,"R$ 2.105,00"
801017-0,SXT 27.5 E 190cc,1994,setembro de 2020 ,"R$ 1.937,00"
801017-0,SXT 27.5 E 190cc,1991,fevereiro de 2020 ,"R$ 1.544,00"
801017-0,SXT 27.5 E 190cc,1994,maio de 2021 ,"R$ 1.897,00"
801017-0,SXT 27.5 E 190cc,1994,maio de 2020 ,"R$ 1.957,00"
801014-5,SST 13.5 125cc,1990,setembro de 2020 ,"R$ 870,00"
801009-9,ELEFANTRE 30.0 ES 190cc,1994,maio de 2020 ,"R$ 2.347,00"
801017-0,SXT 27.5 E 190cc,1991,junho de 2021 ,"R$ 1.506,00"
801016-1,SUPER CITY 150,1994,abril de 2020 ,"R$ 3.704,00"
801017-0,SXT 27.5 E 190cc,1993,abril de 2020 ,"R$ 1.899,00"
801009-9,ELEFANTRE 30.0 ES 190cc,1993,maio de 2020 ,"R$ 2.045,00"
801014-5,SST 13.5 125cc,1991,julho de 2021 ,"R$ 910,00"
801018-8,SXT 27.5 EX 190cc,1997,novembro de 2021 ,"R$ 3.209,00"
801017-0,SXT 27.5 E 190cc,1992,abril de 2020 ,"R$ 1.741,00"
801017-0,SXT 27.5 E 190cc,1995,novembro de 2021 ,"R$ 2.376,00"
801016-1,SUPER CITY 150,1996,junho de 2020 ,"R$ 4.352,00"
801017-0,SXT 27.5 E 190cc,1991,abril de 2020 ,"R$ 1.536,00"
801017-0,SXT 27.5 E 190cc,1990,abril de 2020 ,"R$ 1.446,00"
801016-1,SUPER CITY 150,1995,novembro de 2021 ,"R$ 4.297,00"
801018-8,SXT 27.5 EX 190cc,1997,fevereiro de 2021 ,"R$ 2.885,00"
801016-1,SUPER CITY 150,1994,novembro de 2021 ,"R$ 3.846,00"
801018-8,SXT 27.5 EX 190cc,1996,novembro de 2021 ,"R$ 3.099,00"
801018-8,SXT 27.5 EX 190cc,1997,setembro de 2021 ,"R$ 3.155,00"
801017-0,SXT 27.5 E 190cc,1990,março de 2020 ,"R$ 1.450,00"
801016-1,SUPER CITY 150,1995,junho de 2020 ,"R$ 4.115,00"
801018-8,SXT 27.5 EX 190cc,1997,abril de 2021 ,"R$ 2.901,00"
801018-8,SXT 27.5 EX 190cc,1997,julho de 2021 ,"R$ 3.070,00"
801017-0,SXT 27.5 E 190cc,1990,junho de 2020 ,"R$ 1.438,00"
801018-8,SXT 27.5 EX 190cc,1997,junho de 2020 ,"R$ 2.949,00"
801016-1,SUPER CITY 150,1994,junho de 2020 ,"R$ 3.684,00"
801017-0,SXT 27.5 E 190cc,1994,novembro de 2021 ,"R$ 2.038,00"
801014-5,SST 13.5 125cc,1990,maio de 2021 ,"R$ 846,00"
801017-0,SXT 27.5 E 190cc,1990,fevereiro de 2020 ,"R$ 1.454,00"
801018-8,SXT 27.5 EX 190cc,1995,outubro de 2021 ,"R$ 2.859,00"
801017-0,SXT 27.5 E 190cc,1992,abril de 2021 ,"R$ 1.772,00"
801018-8,SXT 27.5 EX 190cc,1996,dezembro de 2021 ,"R$ 3.109,00"
801017-0,SXT 27.5 E 190cc,1994,julho de 2020 ,"R$ 1.947,00"
801014-5,SST 13.5 125cc,1990,maio de 2020 ,"R$ 882,00"
801017-0,SXT 27.5 E 190cc,1995,dezembro de 2020 ,"R$ 2.241,00"
801018-8,SXT 27.5 EX 190cc,1997,janeiro de 2021 ,"R$ 2.893,00"
801017-0,SXT 27.5 E 190cc,1993,novembro de 2020 ,"R$ 1.864,00"
801017-0,SXT 27.5 E 190cc,1990,março de 2021 ,"R$ 1.402,00"
801017-0,SXT 27.5 E 190cc,1993,julho de 2020 ,"R$ 1.884,00"
801014-5,SST 13.5 125cc,1993,dezembro de 2020 ,"R$ 996,00"
801018-8,SXT 27.5 EX 190cc,1996,janeiro de 2021 ,"R$ 2.785,00"
801018-8,SXT 27.5 EX 190cc,1995,novembro de 2021 ,"R$ 2.869,00"
801017-0,SXT 27.5 E 190cc,1992,julho de 2020 ,"R$ 1.823,00"
801018-8,SXT 27.5 EX 190cc,1996,junho de 2020 ,"R$ 2.839,00"
801017-0,SXT 27.5 E 190cc,1994,agosto de 2020 ,"R$ 1.942,00"
801018-8,SXT 27.5 EX 190cc,1995,janeiro de 2021 ,"R$ 2.696,00"
801017-0,SXT 27.5 E 190cc,1993,agosto de 2020 ,"R$ 1.879,00"
801018-8,SXT 27.5 EX 190cc,1996,fevereiro de 2021 ,"R$ 2.778,00"
801017-0,SXT 27.5 E 190cc,1992,agosto de 2020 ,"R$ 1.812,00"
801017-0,SXT 27.5 E 190cc,1993,maio de 2021 ,"R$ 1.834,00"
801018-8,SXT 27.5 EX 190cc,1994,janeiro de 2021 ,"R$ 2.416,00"
801018-8,SXT 27.5 EX 190cc,1997,maio de 2020 ,"R$ 2.957,00"
801018-8,SXT 27.5 EX 190cc,1996,maio de 2020 ,"R$ 2.847,00"
801017-0,SXT 27.5 E 190cc,1990,junho de 2021 ,"R$ 1.414,00"
801018-8,SXT 27.5 EX 190cc,1997,setembro de 2020 ,"R$ 2.925,00"
801018-8,SXT 27.5 EX 190cc,1994,agosto de 2021 ,"R$ 2.493,00"
801018-8,SXT 27.5 EX 190cc,1997,fevereiro de 2020 ,"R$ 2.981,00"
801017-0,SXT 27.5 E 190cc,1991,outubro de 2021 ,"R$ 1.588,00"
801019-6,TCHAU 50,2004,dezembro de 2021 ,"R$ 1.776,00"
801014-5,SST 13.5 125cc,1990,julho de 2021 ,"R$ 869,00"
801018-8,SXT 27.5 EX 190cc,1996,fevereiro de 2020 ,"R$ 2.871,00"
801018-8,SXT 27.5 EX 190cc,1993,agosto de 2021 ,"R$ 2.229,00"
801018-8,SXT 27.5 EX 190cc,1993,junho de 2021 ,"R$ 2.170,00"
801014-5,SST 13.5 125cc,1993,junho de 2020 ,"R$ 1.014,00"
801017-0,SXT 27.5 E 190cc,1992,novembro de 2020 ,"R$ 1.797,00"
801018-8,SXT 27.5 EX 190cc,1997,janeiro de 2020 ,"R$ 2.989,00"
801019-6,TCHAU 50,2003,dezembro de 2021 ,"R$ 1.598,00"
801018-8,SXT 27.5 EX 190cc,1995,fevereiro de 2020 ,"R$ 2.773,00"
801018-8,SXT 27.5 EX 190cc,1995,maio de 2020 ,"R$ 2.752,00"
801014-5,SST 13.5 125cc,1993,novembro de 2020 ,"R$ 999,00"
801018-8,SXT 27.5 EX 190cc,1996,setembro de 2020 ,"R$ 2.815,00"
801017-0,SXT 27.5 E 190cc,1991,abril de 2021 ,"R$ 1.488,00"
801018-8,SXT 27.5 EX 190cc,1995,setembro de 2020 ,"R$ 2.724,00"
801018-8,SXT 27.5 EX 190cc,1992,agosto de 2021 ,"R$ 2.140,00"
801017-0,SXT 27.5 E 190cc,1992,fevereiro de 2021 ,"R$ 1.782,00"
801018-8,SXT 27.5 EX 190cc,1993,janeiro de 2021 ,"R$ 2.162,00"
801014-5,SST 13.5 125cc,1990,janeiro de 2021 ,"R$ 858,00"
801018-8,SXT 27.5 EX 190cc,1994,fevereiro de 2020 ,"R$ 2.482,00"
801018-8,SXT 27.5 EX 190cc,1997,dezembro de 2020 ,"R$ 2.901,00"
801017-0,SXT 27.5 E 190cc,1992,maio de 2021 ,"R$ 1.767,00"
801018-8,SXT 27.5 EX 190cc,1991,agosto de 2021 ,"R$ 1.886,00"
801018-8,SXT 27.5 EX 190cc,1994,setembro de 2020 ,"R$ 2.440,00"
801019-6,TCHAU 50,2002,dezembro de 2021 ,"R$ 1.547,00"
801014-5,SST 13.5 125cc,1992,novembro de 2020 ,"R$ 945,00"
801014-5,SST 13.5 125cc,1991,novembro de 2020 ,"R$ 903,00"
801014-5,SST 13.5 125cc,1990,novembro de 2020 ,"R$ 864,00"
801018-8,SXT 27.5 EX 190cc,1993,fevereiro de 2020 ,"R$ 2.228,00"
801017-0,SXT 27.5 E 190cc,1990,outubro de 2021 ,"R$ 1.491,00"
801017-0,SXT 27.5 E 190cc,1990,abril de 2021 ,"R$ 1.398,00"
801017-0,SXT 27.5 E 190cc,1991,novembro de 2020 ,"R$ 1.508,00"
801018-8,SXT 27.5 EX 190cc,1996,janeiro de 2020 ,"R$ 2.879,00"
801009-9,ELEFANTRE 30.0 ES 190cc,1992,maio de 2020 ,"R$ 1.826,00"
801019-6,TCHAU 50,2001,dezembro de 2021 ,"R$ 1.493,00"
801016-1,SUPER CITY 150,1994,abril de 2021 ,"R$ 3.585,00"
801017-0,SXT 27.5 E 190cc,1992,dezembro de 2021 ,"R$ 1.903,00"
801014-5,SST 13.5 125cc,1995,abril de 2021 ,"R$ 1.111,00"
801018-8,SXT 27.5 EX 190cc,1994,maio de 2020 ,"R$ 2.464,00"
801019-6,TCHAU 50,2004,maio de 2021 ,"R$ 1.649,00"
801017-0,SXT 27.5 E 190cc,1993,novembro de 2021 ,"R$ 1.969,00"
801018-8,SXT 27.5 EX 190cc,1995,janeiro de 2020 ,"R$ 2.780,00"
801019-6,TCHAU 50,2003,maio de 2021 ,"R$ 1.484,00"
801017-0,SXT 27.5 E 190cc,1992,novembro de 2021 ,"R$ 1.897,00"
801017-0,SXT 27.5 E 190cc,1991,fevereiro de 2021 ,"R$ 1.496,00"
801017-0,SXT 27.5 E 190cc,1994,janeiro de 2020 ,"R$ 1.977,00"
801018-8,SXT 27.5 EX 190cc,1993,maio de 2020 ,"R$ 2.210,00"
801018-8,SXT 27.5 EX 190cc,1994,janeiro de 2020 ,"R$ 2.488,00"
801019-6,TCHAU 50,2002,maio de 2021 ,"R$ 1.437,00"
801018-8,SXT 27.5 EX 190cc,1997,agosto de 2020 ,"R$ 2.933,00"
801019-6,TCHAU 50,2004,outubro de 2021 ,"R$ 1.764,00"
801018-8,SXT 27.5 EX 190cc,1992,maio de 2020 ,"R$ 2.120,00"
801018-8,SXT 27.5 EX 190cc,1996,agosto de 2020 ,"R$ 2.823,00"
801019-6,TCHAU 50,2004,novembro de 2021 ,"R$ 1.770,00"
801017-0,SXT 27.5 E 190cc,1993,janeiro de 2020 ,"R$ 1.914,00"
801017-0,SXT 27.5 E 190cc,1994,dezembro de 2020 ,"R$ 1.922,00"
801018-8,SXT 27.5 EX 190cc,1996,dezembro de 2020 ,"R$ 2.792,00"
801017-0,SXT 27.5 E 190cc,1991,agosto de 2020 ,"R$ 1.520,00"
801018-8,SXT 27.5 EX 190cc,1994,outubro de 2021 ,"R$ 2.561,00"
801018-8,SXT 27.5 EX 190cc,1995,junho de 2020 ,"R$ 2.745,00"
801017-0,SXT 27.5 E 190cc,1992,janeiro de 2020 ,"R$ 1.756,00"
801018-8,SXT 27.5 EX 190cc,1996,setembro de 2021 ,"R$ 3.047,00"
801018-8,SXT 27.5 EX 190cc,1993,janeiro de 2020 ,"R$ 2.234,00"
801019-6,TCHAU 50,2004,março de 2021 ,"R$ 1.665,00"
801019-6,TCHAU 50,2001,maio de 2021 ,"R$ 1.386,00"
801018-8,SXT 27.5 EX 190cc,1995,maio de 2021 ,"R$ 2.668,00"
801017-0,SXT 27.5 E 190cc,1993,setembro de 2020 ,"R$ 1.874,00"
801017-0,SXT 27.5 E 190cc,1990,agosto de 2020 ,"R$ 1.430,00"
801018-8,SXT 27.5 EX 190cc,1994,junho de 2020 ,"R$ 2.458,00"
801018-8,SXT 27.5 EX 190cc,1992,janeiro de 2020 ,"R$ 2.144,00"
801018-8,SXT 27.5 EX 190cc,1993,junho de 2020 ,"R$ 2.204,00"
801019-6,TCHAU 50,2003,março de 2021 ,"R$ 1.498,00"
801019-6,TCHAU 50,2000,maio de 2021 ,"R$ 1.336,00"
801018-8,SXT 27.5 EX 190cc,1993,setembro de 2020 ,"R$ 2.186,00"
801018-8,SXT 27.5 EX 190cc,1997,julho de 2020 ,"R$ 2.941,00"
801017-0,SXT 27.5 E 190cc,1990,fevereiro de 2021 ,"R$ 1.406,00"
801018-8,SXT 27.5 EX 190cc,1992,junho de 2020 ,"R$ 2.114,00"
801018-8,SXT 27.5 EX 190cc,1997,abril de 2020 ,"R$ 2.965,00"
801019-6,TCHAU 50,2002,março de 2021 ,"R$ 1.451,00"
801018-8,SXT 27.5 EX 190cc,1996,março de 2021 ,"R$ 2.771,00"
801018-8,SXT 27.5 EX 190cc,1991,janeiro de 2020 ,"R$ 1.889,00"
801019-6,TCHAU 50,2003,novembro de 2021 ,"R$ 1.593,00"
801019-6,TCHAU 50,2001,março de 2021 ,"R$ 1.400,00"
801018-8,SXT 27.5 EX 190cc,1993,outubro de 2021 ,"R$ 2.331,00"
801018-8,SXT 27.5 EX 190cc,1995,fevereiro de 2021 ,"R$ 2.689,00"
801018-8,SXT 27.5 EX 190cc,1991,junho de 2020 ,"R$ 1.864,00"
801019-6,TCHAU 50,2004,fevereiro de 2021 ,"R$ 1.673,00"
801019-6,TCHAU 50,2000,março de 2021 ,"R$ 1.344,00"
801018-8,SXT 27.5 EX 190cc,1992,setembro de 2020 ,"R$ 2.096,00"
801019-6,TCHAU 50,2004,junho de 2021 ,"R$ 1.673,00"
801018-8,SXT 27.5 EX 190cc,1996,julho de 2020 ,"R$ 2.831,00"
801019-6,TCHAU 50,2003,fevereiro de 2021 ,"R$ 1.505,00"
801019-6,TCHAU 50,2004,novembro de 2020 ,"R$ 1.697,00"
801019-6,TCHAU 50,2003,outubro de 2021 ,"R$ 1.588,00"
801018-8,SXT 27.5 EX 190cc,1997,outubro de 2020 ,"R$ 2.917,00"
801019-6,TCHAU 50,2002,outubro de 2021 ,"R$ 1.537,00"
801017-0,SXT 27.5 E 190cc,1991,dezembro de 2021 ,"R$ 1.598,00"
801019-6,TCHAU 50,1999,maio de 2021 ,"R$ 1.290,00"
801019-6,TCHAU 50,2004,outubro de 2020 ,"R$ 1.706,00"
801018-8,SXT 27.5 EX 190cc,1995,agosto de 2020 ,"R$ 2.731,00"
801019-6,TCHAU 50,2002,fevereiro de 2021 ,"R$ 1.458,00"
801019-6,TCHAU 50,1999,março de 2021 ,"R$ 1.298,00"
801017-0,SXT 27.5 E 190cc,1990,dezembro de 2021 ,"R$ 1.501,00"
801019-6,TCHAU 50,2003,novembro de 2020 ,"R$ 1.527,00"
801019-6,TCHAU 50,2001,fevereiro de 2021 ,"R$ 1.407,00"
801018-8,SXT 27.5 EX 190cc,1992,junho de 2021 ,"R$ 2.083,00"
801018-8,SXT 27.5 EX 190cc,1994,fevereiro de 2021 ,"R$ 2.410,00"
801017-0,SXT 27.5 E 190cc,1991,julho de 2020 ,"R$ 1.524,00"
801018-8,SXT 27.5 EX 190cc,1997,novembro de 2020 ,"R$ 2.909,00"
801019-6,TCHAU 50,2002,novembro de 2020 ,"R$ 1.479,00"
801014-5,SST 13.5 125cc,1994,abril de 2021 ,"R$ 1.041,00"
801019-6,TCHAU 50,2000,fevereiro de 2021 ,"R$ 1.348,00"
801018-8,SXT 27.5 EX 190cc,1995,dezembro de 2021 ,"R$ 2.879,00"
801019-6,TCHAU 50,2004,julho de 2021 ,"R$ 1.695,00"
801018-8,SXT 27.5 EX 190cc,1994,dezembro de 2021 ,"R$ 2.579,00"
801019-6,TCHAU 50,2004,abril de 2021 ,"R$ 1.657,00"
801019-6,TCHAU 50,2001,outubro de 2021 ,"R$ 1.483,00"
801019-6,TCHAU 50,2003,outubro de 2020 ,"R$ 1.535,00"
801018-8,SXT 27.5 EX 190cc,1993,dezembro de 2021 ,"R$ 2.481,00"
801019-6,TCHAU 50,2003,abril de 2021 ,"R$ 1.491,00"
801019-6,TCHAU 50,2002,outubro de 2020 ,"R$ 1.486,00"
801018-8,SXT 27.5 EX 190cc,1993,fevereiro de 2021 ,"R$ 2.156,00"
801019-6,TCHAU 50,2001,outubro de 2020 ,"R$ 1.435,00"
801019-6,TCHAU 50,1999,fevereiro de 2021 ,"R$ 1.302,00"
801018-8,SXT 27.5 EX 190cc,1991,maio de 2020 ,"R$ 1.869,00"
801019-6,TCHAU 50,2003,junho de 2021 ,"R$ 1.506,00"
801014-5,SST 13.5 125cc,1993,abril de 2021 ,"R$ 984,00"
