Código FIPE,Modelo,Ano,Mês de Referência,Preço
840015-6,ATV 100,2002,outubro de 2021 ,"R$ 3.860,00"
840015-6,ATV 100,2002,julho de 2021 ,"R$ 3.704,00"
840015-6,ATV 100,2002,setembro de 2021 ,"R$ 3.807,00"
840014-8,ATV 50,2001,novembro de 2021 ,"R$ 2.718,00"
840014-8,ATV 50,2001,junho de 2020 ,"R$ 2.672,00"
840014-8,ATV 50,2001,julho de 2021 ,"R$ 2.602,00"
840014-8,ATV 50,2001,janeiro de 2021 ,"R$ 2.581,00"
840014-8,ATV 50,2001,fevereiro de 2020 ,"R$ 2.724,00"
840015-6,ATV 100,2002,setembro de 2020 ,"R$ 3.744,00"
840014-8,ATV 50,2001,outubro de 2020 ,"R$ 2.620,00"
840015-6,ATV 100,2002,novembro de 2021 ,"R$ 3.873,00"
840014-8,ATV 50,2001,janeiro de 2020 ,"R$ 2.737,00"
840015-6,ATV 100,2002,agosto de 2020 ,"R$ 3.763,00"
840014-8,ATV 50,2000,novembro de 2021 ,"R$ 2.494,00"
840015-6,ATV 100,2002,março de 2021 ,"R$ 3.636,00"
840015-6,ATV 100,2002,maio de 2020 ,"R$ 3.820,00"
840015-6,ATV 100,2002,fevereiro de 2021 ,"R$ 3.654,00"
840015-6,ATV 100,2001,setembro de 2020 ,"R$ 3.565,00"
840015-6,ATV 100,2002,janeiro de 2020 ,"R$ 3.898,00"
840014-8,ATV 50,2000,outubro de 2020 ,"R$ 2.503,00"
840014-8,ATV 50,2001,maio de 2021 ,"R$ 2.530,00"
840014-8,ATV 50,2000,maio de 2021 ,"R$ 2.405,00"
840015-6,ATV 100,2001,agosto de 2020 ,"R$ 3.583,00"
840014-8,ATV 50,2001,setembro de 2020 ,"R$ 2.633,00"
840014-8,ATV 50,2001,abril de 2020 ,"R$ 2.698,00"
840014-8,ATV 50,2001,junho de 2021 ,"R$ 2.567,00"
840014-8,ATV 50,2000,setembro de 2020 ,"R$ 2.510,00"
840015-6,ATV 100,2001,setembro de 2021 ,"R$ 3.623,00"
840014-8,ATV 50,2000,abril de 2020 ,"R$ 2.595,00"
840015-6,ATV 100,2000,setembro de 2020 ,"R$ 3.258,00"
840015-6,ATV 100,2001,novembro de 2021 ,"R$ 3.686,00"
840007-5,JAGUAR JT 100,1999,agosto de 2021 ,"R$ 1.871,00"
840015-6,ATV 100,2002,abril de 2021 ,"R$ 3.618,00"
840007-5,JAGUAR JT 100,1999,dezembro de 2021 ,"R$ 1.934,00"
840015-6,ATV 100,2002,agosto de 2021 ,"R$ 3.755,00"
840014-8,ATV 50,2000,junho de 2021 ,"R$ 2.356,00"
840014-8,ATV 50,2000,janeiro de 2020 ,"R$ 2.616,00"
840015-6,ATV 100,2000,agosto de 2020 ,"R$ 3.267,00"
840015-6,ATV 100,2002,outubro de 2020 ,"R$ 3.726,00"
840015-6,ATV 100,2002,junho de 2020 ,"R$ 3.801,00"
840015-6,ATV 100,2001,março de 2021 ,"R$ 3.461,00"
840014-8,ATV 50,2000,janeiro de 2021 ,"R$ 2.484,00"
840007-5,JAGUAR JT 100,1998,agosto de 2021 ,"R$ 1.763,00"
840015-6,ATV 100,2002,março de 2020 ,"R$ 3.858,00"
840007-5,JAGUAR JT 100,1999,outubro de 2021 ,"R$ 1.922,00"
840015-6,ATV 100,2001,outubro de 2021 ,"R$ 3.673,00"
840015-6,ATV 100,2001,julho de 2021 ,"R$ 3.526,00"
840015-6,ATV 100,2002,dezembro de 2020 ,"R$ 3.690,00"
840007-5,JAGUAR JT 100,1999,junho de 2021 ,"R$ 1.821,00"
840014-8,ATV 50,2001,dezembro de 2021 ,"R$ 2.727,00"
840015-6,ATV 100,2002,dezembro de 2021 ,"R$ 3.886,00"
840014-8,ATV 50,2000,dezembro de 2021 ,"R$ 2.502,00"
840014-8,ATV 50,2001,agosto de 2021 ,"R$ 2.637,00"
840015-6,ATV 100,2001,maio de 2020 ,"R$ 3.637,00"
840015-6,ATV 100,2001,junho de 2020 ,"R$ 3.619,00"
840007-5,JAGUAR JT 100,1999,setembro de 2021 ,"R$ 1.896,00"
840015-6,ATV 100,2001,outubro de 2020 ,"R$ 3.547,00"
840014-8,ATV 50,2000,agosto de 2021 ,"R$ 2.420,00"
840015-6,ATV 100,2000,setembro de 2021 ,"R$ 3.369,00"
840015-6,ATV 100,2000,novembro de 2021 ,"R$ 3.427,00"
840015-6,ATV 100,2001,fevereiro de 2021 ,"R$ 3.478,00"
840007-5,JAGUAR JT 100,1999,maio de 2021 ,"R$ 1.795,00"
840007-5,JAGUAR JT 100,1998,maio de 2021 ,"R$ 1.692,00"
840007-5,JAGUAR JT 100,1998,junho de 2021 ,"R$ 1.717,00"
840014-8,ATV 50,2001,maio de 2020 ,"R$ 2.685,00"
840007-5,JAGUAR JT 100,1998,dezembro de 2021 ,"R$ 1.823,00"
840015-6,ATV 100,2001,abril de 2021 ,"R$ 3.444,00"
840007-5,JAGUAR JT 100,1998,outubro de 2021 ,"R$ 1.811,00"
840015-6,ATV 100,2002,novembro de 2020 ,"R$ 3.708,00"
840015-6,ATV 100,2002,junho de 2021 ,"R$ 3.654,00"
840014-8,ATV 50,2000,junho de 2020 ,"R$ 2.581,00"
840015-6,ATV 100,2000,março de 2021 ,"R$ 3.204,00"
840015-6,ATV 100,2000,maio de 2020 ,"R$ 3.294,00"
840015-6,ATV 100,2000,junho de 2020 ,"R$ 3.285,00"
840007-5,JAGUAR JT 100,1999,abril de 2021 ,"R$ 1.800,00"
840014-8,ATV 50,2001,outubro de 2021 ,"R$ 2.709,00"
840015-6,ATV 100,2001,dezembro de 2021 ,"R$ 3.699,00"
840007-5,JAGUAR JT 100,1999,janeiro de 2021 ,"R$ 1.815,00"
840007-5,JAGUAR JT 100,1998,janeiro de 2021 ,"R$ 1.712,00"
840014-8,ATV 50,2000,outubro de 2021 ,"R$ 2.486,00"
840015-6,ATV 100,2000,dezembro de 2021 ,"R$ 3.439,00"
840007-5,JAGUAR JT 100,1998,setembro de 2021 ,"R$ 1.787,00"
840007-5,JAGUAR JT 100,1997,maio de 2021 ,"R$ 1.574,00"
840015-6,ATV 100,2000,abril de 2021 ,"R$ 3.195,00"
840007-5,JAGUAR JT 100,1997,dezembro de 2021 ,"R$ 1.694,00"
840014-8,ATV 50,2000,maio de 2020 ,"R$ 2.588,00"
840015-6,ATV 100,2002,julho de 2020 ,"R$ 3.782,00"
840015-6,ATV 100,2002,janeiro de 2021 ,"R$ 3.672,00"
840014-8,ATV 50,2000,julho de 2021 ,"R$ 2.388,00"
840015-6,ATV 100,2001,janeiro de 2020 ,"R$ 3.709,00"
840007-5,JAGUAR JT 100,1999,maio de 2020 ,"R$ 1.855,00"
840014-8,ATV 50,2001,fevereiro de 2021 ,"R$ 2.568,00"
840007-5,JAGUAR JT 100,1997,junho de 2021 ,"R$ 1.597,00"
840007-5,JAGUAR JT 100,1997,agosto de 2021 ,"R$ 1.640,00"
840014-8,ATV 50,2001,março de 2021 ,"R$ 2.555,00"
840014-8,ATV 50,2001,março de 2020 ,"R$ 2.711,00"
840007-5,JAGUAR JT 100,1996,junho de 2021 ,"R$ 1.454,00"
840007-5,JAGUAR JT 100,1997,setembro de 2021 ,"R$ 1.662,00"
840007-5,JAGUAR JT 100,1999,setembro de 2020 ,"R$ 1.835,00"
840007-5,JAGUAR JT 100,1996,maio de 2021 ,"R$ 1.433,00"
840015-6,ATV 100,2001,junho de 2021 ,"R$ 3.478,00"
840007-5,JAGUAR JT 100,1996,dezembro de 2021 ,"R$ 1.533,00"
840007-5,JAGUAR JT 100,1998,abril de 2021 ,"R$ 1.697,00"
840007-5,JAGUAR JT 100,1997,janeiro de 2021 ,"R$ 1.590,00"
840014-8,ATV 50,2001,setembro de 2021 ,"R$ 2.673,00"
840014-8,ATV 50,2001,dezembro de 2020 ,"R$ 2.594,00"
840015-6,ATV 100,2000,janeiro de 2020 ,"R$ 3.330,00"
840007-5,JAGUAR JT 100,1998,maio de 2020 ,"R$ 1.752,00"
840014-8,ATV 50,2000,dezembro de 2020 ,"R$ 2.490,00"
840015-6,ATV 100,2001,janeiro de 2021 ,"R$ 3.495,00"
840015-6,ATV 100,2000,janeiro de 2021 ,"R$ 3.222,00"
840008-3,JAGUAR JT 50,2001,setembro de 2021 ,"R$ 1.889,00"
840015-6,ATV 100,2001,novembro de 2020 ,"R$ 3.529,00"
840015-6,ATV 100,2001,julho de 2020 ,"R$ 3.601,00"
840007-5,JAGUAR JT 100,1997,maio de 2020 ,"R$ 1.622,00"
840015-6,ATV 100,2001,agosto de 2021 ,"R$ 3.574,00"
840007-5,JAGUAR JT 100,1999,dezembro de 2020 ,"R$ 1.820,00"
840007-5,JAGUAR JT 100,1999,março de 2021 ,"R$ 1.805,00"
840015-6,ATV 100,2000,fevereiro de 2021 ,"R$ 3.213,00"
840007-5,JAGUAR JT 100,1998,setembro de 2020 ,"R$ 1.732,00"
840008-3,JAGUAR JT 50,2000,setembro de 2021 ,"R$ 1.707,00"
840014-8,ATV 50,2000,fevereiro de 2020 ,"R$ 2.609,00"
840008-3,JAGUAR JT 50,2001,dezembro de 2021 ,"R$ 1.926,00"
840007-5,JAGUAR JT 100,1999,fevereiro de 2020 ,"R$ 1.870,00"
840007-5,JAGUAR JT 100,1998,março de 2021 ,"R$ 1.702,00"
840007-5,JAGUAR JT 100,1997,abril de 2021 ,"R$ 1.578,00"
840014-8,ATV 50,2000,março de 2021 ,"R$ 2.472,00"
840007-5,JAGUAR JT 100,1999,julho de 2020 ,"R$ 1.845,00"
840007-5,JAGUAR JT 100,1996,abril de 2021 ,"R$ 1.437,00"
840008-3,JAGUAR JT 50,2000,dezembro de 2021 ,"R$ 1.742,00"
840007-5,JAGUAR JT 100,1999,março de 2020 ,"R$ 1.865,00"
840015-6,ATV 100,2000,julho de 2021 ,"R$ 3.278,00"
840007-5,JAGUAR JT 100,1997,setembro de 2020 ,"R$ 1.606,00"
840007-5,JAGUAR JT 100,1999,agosto de 2020 ,"R$ 1.840,00"
840008-3,JAGUAR JT 50,2001,junho de 2021 ,"R$ 1.815,00"
840007-5,JAGUAR JT 100,1998,março de 2020 ,"R$ 1.762,00"
840008-3,JAGUAR JT 50,2001,abril de 2021 ,"R$ 1.798,00"
840007-5,JAGUAR JT 100,1999,janeiro de 2020 ,"R$ 1.875,00"
840008-3,JAGUAR JT 50,2001,maio de 2021 ,"R$ 1.789,00"
840007-5,JAGUAR JT 100,1999,novembro de 2021 ,"R$ 1.928,00"
840007-5,JAGUAR JT 100,1997,março de 2020 ,"R$ 1.630,00"
840007-5,JAGUAR JT 100,1999,novembro de 2020 ,"R$ 1.825,00"
840007-5,JAGUAR JT 100,1999,junho de 2020 ,"R$ 1.850,00"
840007-5,JAGUAR JT 100,1997,março de 2021 ,"R$ 1.582,00"
840014-8,ATV 50,2000,fevereiro de 2021 ,"R$ 2.478,00"
840007-5,JAGUAR JT 100,1999,fevereiro de 2021 ,"R$ 1.810,00"
840007-5,JAGUAR JT 100,1996,março de 2020 ,"R$ 1.489,00"
840008-3,JAGUAR JT 50,1999,dezembro de 2021 ,"R$ 1.662,00"
840007-5,JAGUAR JT 100,1996,janeiro de 2021 ,"R$ 1.449,00"
840008-3,JAGUAR JT 50,2001,novembro de 2021 ,"R$ 1.920,00"
840007-5,JAGUAR JT 100,1998,dezembro de 2020 ,"R$ 1.717,00"
840008-3,JAGUAR JT 50,2000,novembro de 2021 ,"R$ 1.736,00"
840007-5,JAGUAR JT 100,1998,junho de 2020 ,"R$ 1.747,00"
840007-5,JAGUAR JT 100,1996,agosto de 2021 ,"R$ 1.493,00"
840007-5,JAGUAR JT 100,1998,janeiro de 2020 ,"R$ 1.772,00"
840008-3,JAGUAR JT 50,1998,dezembro de 2021 ,"R$ 1.501,00"
840008-3,JAGUAR JT 50,1997,dezembro de 2021 ,"R$ 1.392,00"
840015-6,ATV 100,2001,março de 2020 ,"R$ 3.673,00"
840008-3,JAGUAR JT 50,2001,março de 2021 ,"R$ 1.807,00"
840007-5,JAGUAR JT 100,1998,novembro de 2020 ,"R$ 1.722,00"
840008-3,JAGUAR JT 50,2000,abril de 2021 ,"R$ 1.620,00"
840015-6,ATV 100,2000,junho de 2021 ,"R$ 3.234,00"
840007-5,JAGUAR JT 100,1997,outubro de 2021 ,"R$ 1.684,00"
840007-5,JAGUAR JT 100,1996,setembro de 2021 ,"R$ 1.513,00"
840007-5,JAGUAR JT 100,1997,junho de 2020 ,"R$ 1.618,00"
840014-8,ATV 50,2001,julho de 2020 ,"R$ 2.659,00"
840008-3,JAGUAR JT 50,2001,julho de 2021 ,"R$ 1.839,00"
840007-5,JAGUAR JT 100,1997,dezembro de 2020 ,"R$ 1.594,00"
840007-5,JAGUAR JT 100,1997,janeiro de 2020 ,"R$ 1.638,00"
840008-3,JAGUAR JT 50,1999,setembro de 2021 ,"R$ 1.630,00"
840008-3,JAGUAR JT 50,2001,outubro de 2021 ,"R$ 1.914,00"
840008-3,JAGUAR JT 50,2000,julho de 2021 ,"R$ 1.662,00"
840007-5,JAGUAR JT 100,1998,agosto de 2020 ,"R$ 1.737,00"
840007-5,JAGUAR JT 100,1998,fevereiro de 2020 ,"R$ 1.767,00"
840007-5,JAGUAR JT 100,1997,novembro de 2020 ,"R$ 1.598,00"
840007-5,JAGUAR JT 100,1996,maio de 2020 ,"R$ 1.481,00"
840015-6,ATV 100,2000,outubro de 2020 ,"R$ 3.249,00"
840014-8,ATV 50,2000,julho de 2020 ,"R$ 2.574,00"
840008-3,JAGUAR JT 50,1999,abril de 2021 ,"R$ 1.547,00"
840014-8,ATV 50,2000,setembro de 2021 ,"R$ 2.453,00"
840007-5,JAGUAR JT 100,1996,janeiro de 2020 ,"R$ 1.497,00"
840008-3,JAGUAR JT 50,1999,novembro de 2021 ,"R$ 1.657,00"
840008-3,JAGUAR JT 50,2001,setembro de 2020 ,"R$ 1.902,00"
840014-8,ATV 50,2001,agosto de 2020 ,"R$ 2.646,00"
840007-5,JAGUAR JT 100,1996,setembro de 2020 ,"R$ 1.465,00"
840015-6,ATV 100,2000,março de 2020 ,"R$ 3.312,00"
840007-5,JAGUAR JT 100,1997,agosto de 2020 ,"R$ 1.610,00"
840008-3,JAGUAR JT 50,2001,julho de 2020 ,"R$ 1.934,00"
840015-6,ATV 100,2002,maio de 2021 ,"R$ 3.600,00"
840007-5,JAGUAR JT 100,1996,março de 2021 ,"R$ 1.441,00"
840015-6,ATV 100,2001,maio de 2021 ,"R$ 3.427,00"
840008-3,JAGUAR JT 50,2000,setembro de 2020 ,"R$ 1.648,00"
840007-5,JAGUAR JT 100,1996,dezembro de 2020 ,"R$ 1.453,00"
840008-3,JAGUAR JT 50,2000,outubro de 2021 ,"R$ 1.730,00"
840008-3,JAGUAR JT 50,2001,dezembro de 2020 ,"R$ 1.834,00"
840008-3,JAGUAR JT 50,2000,maio de 2021 ,"R$ 1.616,00"
840007-5,JAGUAR JT 100,1998,novembro de 2021 ,"R$ 1.817,00"
840015-6,ATV 100,2000,maio de 2021 ,"R$ 3.187,00"
840008-3,JAGUAR JT 50,2001,novembro de 2020 ,"R$ 1.843,00"
840014-8,ATV 50,2001,abril de 2021 ,"R$ 2.542,00"
840007-5,JAGUAR JT 100,1996,agosto de 2020 ,"R$ 1.469,00"
840015-6,ATV 100,2002,fevereiro de 2020 ,"R$ 3.878,00"
840008-3,JAGUAR JT 50,2001,agosto de 2021 ,"R$ 1.864,00"
840007-5,JAGUAR JT 100,1996,junho de 2020 ,"R$ 1.477,00"
840015-6,ATV 100,2000,outubro de 2021 ,"R$ 3.415,00"
840015-6,ATV 100,2001,dezembro de 2020 ,"R$ 3.512,00"
840008-3,JAGUAR JT 50,2001,maio de 2020 ,"R$ 1.954,00"
840008-3,JAGUAR JT 50,1999,julho de 2021 ,"R$ 1.587,00"
840008-3,JAGUAR JT 50,2000,julho de 2020 ,"R$ 1.642,00"
840008-3,JAGUAR JT 50,1999,setembro de 2020 ,"R$ 1.575,00"
840016-4,RT 50,2001,dezembro de 2021 ,"R$ 1.843,00"
840008-3,JAGUAR JT 50,1998,julho de 2021 ,"R$ 1.433,00"
840008-3,JAGUAR JT 50,1999,maio de 2021 ,"R$ 1.543,00"
840015-6,ATV 100,2001,fevereiro de 2020 ,"R$ 3.691,00"
840008-3,JAGUAR JT 50,2000,março de 2021 ,"R$ 1.624,00"
840008-3,JAGUAR JT 50,2000,junho de 2021 ,"R$ 1.640,00"
840007-5,JAGUAR JT 100,1997,fevereiro de 2020 ,"R$ 1.634,00"
840008-3,JAGUAR JT 50,2001,janeiro de 2021 ,"R$ 1.825,00"
840016-4,RT 50,2001,setembro de 2021 ,"R$ 1.807,00"
840014-8,ATV 50,2001,novembro de 2020 ,"R$ 2.607,00"
840007-5,JAGUAR JT 100,1999,abril de 2020 ,"R$ 1.860,00"
840007-5,JAGUAR JT 100,1996,outubro de 2021 ,"R$ 1.523,00"
840008-3,JAGUAR JT 50,2000,maio de 2020 ,"R$ 1.650,00"
840015-6,ATV 100,2002,abril de 2020 ,"R$ 3.839,00"
840015-6,ATV 100,2000,novembro de 2020 ,"R$ 3.240,00"
840016-4,RT 50,2001,junho de 2021 ,"R$ 1.736,00"
840016-4,RT 50,2001,outubro de 2021 ,"R$ 1.831,00"
840008-3,JAGUAR JT 50,1997,julho de 2021 ,"R$ 1.330,00"
840015-6,ATV 100,2000,fevereiro de 2020 ,"R$ 3.321,00"
840007-5,JAGUAR JT 100,1999,julho de 2021 ,"R$ 1.846,00"
840008-3,JAGUAR JT 50,2000,janeiro de 2021 ,"R$ 1.632,00"
840008-3,JAGUAR JT 50,1999,março de 2021 ,"R$ 1.551,00"
840008-3,JAGUAR JT 50,1999,junho de 2021 ,"R$ 1.566,00"
840014-8,ATV 50,2000,agosto de 2020 ,"R$ 2.567,00"
840016-4,RT 50,2001,fevereiro de 2021 ,"R$ 1.738,00"
840008-3,JAGUAR JT 50,2000,novembro de 2020 ,"R$ 1.640,00"
840014-8,ATV 50,2000,novembro de 2020 ,"R$ 2.496,00"
840008-3,JAGUAR JT 50,1999,maio de 2020 ,"R$ 1.591,00"
840008-3,JAGUAR JT 50,1996,julho de 2021 ,"R$ 1.207,00"
840007-5,JAGUAR JT 100,1998,abril de 2020 ,"R$ 1.757,00"
840007-5,JAGUAR JT 100,1996,novembro de 2020 ,"R$ 1.457,00"
840008-3,JAGUAR JT 50,1996,dezembro de 2021 ,"R$ 1.263,00"
840015-6,ATV 100,2000,dezembro de 2020 ,"R$ 3.231,00"
840016-4,RT 50,2001,maio de 2021 ,"R$ 1.711,00"
840015-6,ATV 100,2001,abril de 2020 ,"R$ 3.655,00"
840008-3,JAGUAR JT 50,1998,maio de 2020 ,"R$ 1.442,00"
840007-5,JAGUAR JT 100,1997,abril de 2020 ,"R$ 1.626,00"
840016-4,RT 50,2001,março de 2021 ,"R$ 1.729,00"
840008-3,JAGUAR JT 50,1999,novembro de 2020 ,"R$ 1.567,00"
840015-6,ATV 100,2000,agosto de 2021 ,"R$ 3.323,00"
840008-3,JAGUAR JT 50,2001,agosto de 2020 ,"R$ 1.911,00"
840008-3,JAGUAR JT 50,1998,novembro de 2021 ,"R$ 1.496,00"
840015-6,ATV 100,2000,julho de 2020 ,"R$ 3.276,00"
840008-3,JAGUAR JT 50,2001,fevereiro de 2020 ,"R$ 1.984,00"
840008-3,JAGUAR JT 50,2000,dezembro de 2020 ,"R$ 1.636,00"
840008-3,JAGUAR JT 50,2000,agosto de 2020 ,"R$ 1.652,00"
840008-3,JAGUAR JT 50,2001,fevereiro de 2021 ,"R$ 1.816,00"
840008-3,JAGUAR JT 50,1998,maio de 2021 ,"R$ 1.394,00"
840007-5,JAGUAR JT 100,1996,fevereiro de 2020 ,"R$ 1.493,00"
840008-3,JAGUAR JT 50,1997,novembro de 2021 ,"R$ 1.388,00"
840016-4,RT 50,2001,março de 2020 ,"R$ 1.837,00"
840007-5,JAGUAR JT 100,1998,julho de 2021 ,"R$ 1.740,00"
840008-3,JAGUAR JT 50,1998,março de 2021 ,"R$ 1.402,00"
840016-4,RT 50,2001,dezembro de 2020 ,"R$ 1.756,00"
840016-4,RT 50,2001,novembro de 2020 ,"R$ 1.765,00"
840016-4,RT 50,2001,abril de 2020 ,"R$ 1.828,00"
840007-5,JAGUAR JT 100,1997,julho de 2021 ,"R$ 1.618,00"
840007-5,JAGUAR JT 100,1996,julho de 2021 ,"R$ 1.473,00"
840016-4,RT 50,2001,junho de 2020 ,"R$ 1.810,00"
840015-6,ATV 100,2000,abril de 2020 ,"R$ 3.303,00"
840008-3,JAGUAR JT 50,1999,agosto de 2020 ,"R$ 1.579,00"
840008-3,JAGUAR JT 50,1996,novembro de 2021 ,"R$ 1.259,00"
840008-3,JAGUAR JT 50,1997,maio de 2020 ,"R$ 1.342,00"
840008-3,JAGUAR JT 50,1997,maio de 2021 ,"R$ 1.294,00"
840008-3,JAGUAR JT 50,1998,junho de 2021 ,"R$ 1.414,00"
840008-3,JAGUAR JT 50,1999,janeiro de 2021 ,"R$ 1.559,00"
840008-3,JAGUAR JT 50,1998,janeiro de 2021 ,"R$ 1.410,00"
840008-3,JAGUAR JT 50,1998,setembro de 2021 ,"R$ 1.471,00"
840016-4,RT 50,2001,agosto de 2021 ,"R$ 1.783,00"
840016-4,RT 50,2001,janeiro de 2021 ,"R$ 1.747,00"
840008-3,JAGUAR JT 50,2001,outubro de 2020 ,"R$ 1.852,00"
840008-3,JAGUAR JT 50,2000,outubro de 2020 ,"R$ 1.644,00"
840007-5,JAGUAR JT 100,1998,julho de 2020 ,"R$ 1.742,00"
840008-3,JAGUAR JT 50,1998,agosto de 2020 ,"R$ 1.430,00"
840008-3,JAGUAR JT 50,2001,março de 2020 ,"R$ 1.974,00"
840008-3,JAGUAR JT 50,2001,junho de 2020 ,"R$ 1.944,00"
840008-3,JAGUAR JT 50,1996,maio de 2021 ,"R$ 1.174,00"
840008-3,JAGUAR JT 50,1999,outubro de 2021 ,"R$ 1.652,00"
840008-3,JAGUAR JT 50,1999,dezembro de 2020 ,"R$ 1.563,00"
840008-3,JAGUAR JT 50,1997,junho de 2021 ,"R$ 1.313,00"
840016-4,RT 50,2001,julho de 2020 ,"R$ 1.801,00"
840008-3,JAGUAR JT 50,1998,setembro de 2020 ,"R$ 1.426,00"
840008-3,JAGUAR JT 50,1998,novembro de 2020 ,"R$ 1.418,00"
840008-3,JAGUAR JT 50,1997,setembro de 2021 ,"R$ 1.366,00"
840008-3,JAGUAR JT 50,2001,janeiro de 2020 ,"R$ 1.994,00"
840008-3,JAGUAR JT 50,2000,janeiro de 2020 ,"R$ 1.667,00"
840014-8,ATV 50,2000,abril de 2021 ,"R$ 2.466,00"
840008-3,JAGUAR JT 50,2000,fevereiro de 2020 ,"R$ 1.662,00"
840008-3,JAGUAR JT 50,1998,outubro de 2021 ,"R$ 1.491,00"
840016-4,RT 50,2001,fevereiro de 2020 ,"R$ 1.846,00"
840008-3,JAGUAR JT 50,1997,agosto de 2020 ,"R$ 1.330,00"
840008-3,JAGUAR JT 50,2000,junho de 2020 ,"R$ 1.646,00"
840008-3,JAGUAR JT 50,1998,dezembro de 2020 ,"R$ 1.414,00"
840008-3,JAGUAR JT 50,1997,setembro de 2020 ,"R$ 1.326,00"
840008-3,JAGUAR JT 50,2000,agosto de 2021 ,"R$ 1.684,00"
840008-3,JAGUAR JT 50,1997,outubro de 2021 ,"R$ 1.384,00"
840008-3,JAGUAR JT 50,1997,novembro de 2020 ,"R$ 1.318,00"
840008-3,JAGUAR JT 50,1996,setembro de 2021 ,"R$ 1.239,00"
840008-3,JAGUAR JT 50,1999,outubro de 2020 ,"R$ 1.571,00"
840008-3,JAGUAR JT 50,1998,outubro de 2020 ,"R$ 1.422,00"
840008-3,JAGUAR JT 50,1997,janeiro de 2021 ,"R$ 1.310,00"
840007-5,JAGUAR JT 100,1997,novembro de 2021 ,"R$ 1.689,00"
840008-3,JAGUAR JT 50,1996,novembro de 2020 ,"R$ 1.192,00"
840016-4,RT 50,2001,outubro de 2020 ,"R$ 1.774,00"
840008-3,JAGUAR JT 50,1999,fevereiro de 2020 ,"R$ 1.603,00"
840008-3,JAGUAR JT 50,1999,junho de 2020 ,"R$ 1.587,00"
840008-3,JAGUAR JT 50,1999,agosto de 2021 ,"R$ 1.608,00"
840008-3,JAGUAR JT 50,1996,agosto de 2020 ,"R$ 1.175,00"
840008-3,JAGUAR JT 50,1996,maio de 2020 ,"R$ 1.184,00"
840008-3,JAGUAR JT 50,2001,abril de 2020 ,"R$ 1.964,00"
840008-3,JAGUAR JT 50,1999,janeiro de 2020 ,"R$ 1.607,00"
840008-3,JAGUAR JT 50,1997,dezembro de 2020 ,"R$ 1.314,00"
840008-3,JAGUAR JT 50,2000,fevereiro de 2021 ,"R$ 1.628,00"
840008-3,JAGUAR JT 50,1996,setembro de 2020 ,"R$ 1.172,00"
840008-3,JAGUAR JT 50,1998,janeiro de 2020 ,"R$ 1.458,00"
840008-3,JAGUAR JT 50,1996,janeiro de 2021 ,"R$ 1.186,00"
840008-3,JAGUAR JT 50,1996,junho de 2021 ,"R$ 1.191,00"
840007-5,JAGUAR JT 100,1996,novembro de 2021 ,"R$ 1.528,00"
840007-5,JAGUAR JT 100,1996,abril de 2020 ,"R$ 1.485,00"
840016-4,RT 50,2001,abril de 2021 ,"R$ 1.720,00"
840008-3,JAGUAR JT 50,1997,outubro de 2020 ,"R$ 1.322,00"
840008-3,JAGUAR JT 50,1999,fevereiro de 2021 ,"R$ 1.555,00"
840008-3,JAGUAR JT 50,1998,fevereiro de 2020 ,"R$ 1.454,00"
840008-3,JAGUAR JT 50,1999,julho de 2020 ,"R$ 1.583,00"
840008-3,JAGUAR JT 50,2000,março de 2020 ,"R$ 1.658,00"
840016-4,RT 50,2001,janeiro de 2020 ,"R$ 1.855,00"
840014-8,ATV 50,2000,março de 2020 ,"R$ 2.602,00"
840008-3,JAGUAR JT 50,1996,dezembro de 2020 ,"R$ 1.189,00"
840008-3,JAGUAR JT 50,2000,abril de 2020 ,"R$ 1.654,00"
840007-5,JAGUAR JT 100,1998,fevereiro de 2021 ,"R$ 1.707,00"
840008-3,JAGUAR JT 50,1996,outubro de 2021 ,"R$ 1.255,00"
840008-3,JAGUAR JT 50,1999,março de 2020 ,"R$ 1.599,00"
840008-3,JAGUAR JT 50,1998,março de 2020 ,"R$ 1.450,00"
840007-5,JAGUAR JT 100,1997,julho de 2020 ,"R$ 1.614,00"
840008-3,JAGUAR JT 50,1996,outubro de 2020 ,"R$ 1.195,00"
840016-4,RT 50,2001,agosto de 2020 ,"R$ 1.792,00"
840016-4,RT 50,2001,setembro de 2020 ,"R$ 1.783,00"
840008-3,JAGUAR JT 50,1997,março de 2020 ,"R$ 1.350,00"
840008-3,JAGUAR JT 50,1998,junho de 2020 ,"R$ 1.438,00"
840008-3,JAGUAR JT 50,1998,julho de 2020 ,"R$ 1.434,00"
840008-3,JAGUAR JT 50,1998,fevereiro de 2021 ,"R$ 1.406,00"
840008-3,JAGUAR JT 50,1997,março de 2021 ,"R$ 1.302,00"
840008-3,JAGUAR JT 50,1998,agosto de 2021 ,"R$ 1.452,00"
840007-5,JAGUAR JT 100,1999,outubro de 2020 ,"R$ 1.830,00"
840008-3,JAGUAR JT 50,1997,fevereiro de 2021 ,"R$ 1.306,00"
840007-5,JAGUAR JT 100,1998,outubro de 2020 ,"R$ 1.727,00"
840007-5,JAGUAR JT 100,1996,julho de 2020 ,"R$ 1.473,00"
840007-5,JAGUAR JT 100,1997,fevereiro de 2021 ,"R$ 1.586,00"
840008-3,JAGUAR JT 50,1997,agosto de 2021 ,"R$ 1.348,00"
