Código FIPE,Modelo,Ano,Mês de Referência,Preço
506115-6,STRALIS 800-S44T TB 6x4 EUROT.(dies)(E5),2014,setembro de 2020 ,"R$ 207.447,00"
506037-0,STRALIS HD 570-S42T 3-Eixos 2p (diesel),2010,fevereiro de 2020 ,"R$ 126.432,00"
506115-6,STRALIS 800-S44T TB 6x4 EUROT.(dies)(E5),2013,julho de 2020 ,"R$ 174.241,00"
506112-1,STRALIS 800-S44T TB 6x4 2p (diesel)(E5),2013,abril de 2021 ,"R$ 166.804,00"
506115-6,STRALIS 800-S44T TB 6x4 EUROT.(dies)(E5),2013,outubro de 2020 ,"R$ 177.449,00"
506118-0,STRALIS 800-S48T TA 6x4 EUROT.(dies)(E5),2015,julho de 2020 ,"R$ 236.659,00"
506115-6,STRALIS 800-S44T TB 6x4 EUROT.(dies)(E5),2014,abril de 2020 ,"R$ 210.712,00"
506115-6,STRALIS 800-S44T TB 6x4 EUROT.(dies)(E5),2014,junho de 2020 ,"R$ 208.463,00"
506115-6,STRALIS 800-S44T TB 6x4 EUROT.(dies)(E5),2014,maio de 2020 ,"R$ 209.574,00"
506115-6,STRALIS 800-S44T TB 6x4 EUROT.(dies)(E5),2013,agosto de 2020 ,"R$ 177.877,00"
506118-0,STRALIS 800-S48T TA 6x4 EUROT.(dies)(E5),2015,maio de 2020 ,"R$ 237.586,00"
506118-0,STRALIS 800-S48T TA 6x4 EUROT.(dies)(E5),2015,junho de 2020 ,"R$ 237.110,00"
506118-0,STRALIS 800-S48T TA 6x4 EUROT.(dies)(E5),2015,agosto de 2020 ,"R$ 236.209,00"
506025-7,STRALIS HD 450-S38T 2p (diesel),2007,setembro de 2020 ,"R$ 84.866,00"
506025-7,STRALIS HD 450-S38T 2p (diesel),2007,junho de 2020 ,"R$ 83.417,00"
506025-7,STRALIS HD 450-S38T 2p (diesel),2007,julho de 2020 ,"R$ 83.342,00"
506118-0,STRALIS 800-S48T TA 6x4 EUROT.(dies)(E5),2015,abril de 2020 ,"R$ 238.063,00"
506025-7,STRALIS HD 450-S38T 2p (diesel),2007,agosto de 2020 ,"R$ 82.877,00"
506049-4,STRALIS HD 490-S42T 2p (diesel),2008,abril de 2020 ,"R$ 94.411,00"
506025-7,STRALIS HD 450-S38T 2p (diesel),2007,maio de 2020 ,"R$ 84.432,00"
506118-0,STRALIS 800-S48T TA 6x4 EUROT.(dies)(E5),2014,março de 2020 ,"R$ 213.168,00"
506049-4,STRALIS HD 490-S42T 2p (diesel),2008,maio de 2020 ,"R$ 94.099,00"
506037-0,STRALIS HD 570-S42T 3-Eixos 2p (diesel),2008,março de 2020 ,"R$ 107.264,00"
506049-4,STRALIS HD 490-S42T 2p (diesel),2008,março de 2020 ,"R$ 96.350,00"
506037-0,STRALIS HD 570-S42T 3-Eixos 2p (diesel),2008,maio de 2020 ,"R$ 105.899,00"
506037-0,STRALIS HD 570-S42T 3-Eixos 2p (diesel),2008,abril de 2020 ,"R$ 106.704,00"
506049-4,STRALIS HD 490-S42T 2p (diesel),2008,fevereiro de 2020 ,"R$ 95.616,00"
506036-2,STRALIS HD/NR 570-S38T 3-Eixos 2p (dies),2010,junho de 2021 ,"R$ 134.016,00"
506156-3,STRALIS HI-ROAD 490S40T 4x2 (dies.)(E5),2020,outubro de 2020 ,"R$ 310.275,00"
506156-3,STRALIS HI-ROAD 490S40T 4x2 (dies.)(E5),2019,setembro de 2020 ,"R$ 294.727,00"
506156-3,STRALIS HI-ROAD 490S40T 4x2 (dies.)(E5),2019,novembro de 2020 ,"R$ 293.342,00"
506069-9,STRALIS HD 740-S46TZ 3-Eixos 2p (diesel),2010,julho de 2021 ,"R$ 157.551,00"
506156-3,STRALIS HI-ROAD 490S40T 4x2 (dies.)(E5),2020,maio de 2020 ,"R$ 311.544,00"
506156-3,STRALIS HI-ROAD 490S40T 4x2 (dies.)(E5),2019,julho de 2020 ,"R$ 296.237,00"
506156-3,STRALIS HI-ROAD 490S40T 4x2 (dies.)(E5),2020,agosto de 2020 ,"R$ 313.213,00"
506156-3,STRALIS HI-ROAD 490S40T 4x2 (dies.)(E5),2019,abril de 2020 ,"R$ 298.742,00"
506156-3,STRALIS HI-ROAD 490S40T 4x2 (dies.)(E5),2019,junho de 2020 ,"R$ 297.040,00"
506155-5,STRALIS HI-ROAD 460S36T 4x2 (dies.)(E5),2021,outubro de 2020 ,"R$ 313.404,00"
506159-8,STRALIS HI-ROAD 600S44T 6x2 (dies.)(E5),2022,novembro de 2021 ,"R$ 462.320,00"
506159-8,STRALIS HI-ROAD 600S44T 6x2 (dies.)(E5),2022,outubro de 2021 ,"R$ 440.305,00"
506159-8,STRALIS HI-ROAD 600S44T 6x2 (dies.)(E5),2022,setembro de 2021 ,"R$ 438.770,00"
506155-5,STRALIS HI-ROAD 460S36T 4x2 (dies.)(E5),2019,janeiro de 2021 ,"R$ 255.796,00"
506155-5,STRALIS HI-ROAD 460S36T 4x2 (dies.)(E5),2019,novembro de 2020 ,"R$ 258.141,00"
506129-6,STRALIS HI-WAY 490-S48T 4x2 (diesel)(E5),2013,dezembro de 2021 ,"R$ 224.414,00"
506129-6,STRALIS HI-WAY 490-S48T 4x2 (diesel)(E5),2013,agosto de 2020 ,"R$ 183.156,00"
506155-5,STRALIS HI-ROAD 460S36T 4x2 (dies.)(E5),2019,dezembro de 2020 ,"R$ 256.953,00"
506155-5,STRALIS HI-ROAD 460S36T 4x2 (dies.)(E5),2019,setembro de 2020 ,"R$ 260.665,00"
506157-1,STRALIS HI-ROAD 490S44T 4x2 (dies.) (E5),2019,junho de 2020 ,"R$ 301.794,00"
506159-8,STRALIS HI-ROAD 600S44T 6x2 (dies.)(E5),2020,dezembro de 2021 ,"R$ 413.653,00"
506157-1,STRALIS HI-ROAD 490S44T 4x2 (dies.) (E5),2020,setembro de 2020 ,"R$ 320.851,00"
506157-1,STRALIS HI-ROAD 490S44T 4x2 (dies.) (E5),2019,outubro de 2020 ,"R$ 298.008,00"
506141-5,STRALIS HI-WAY 600-S56T 6x2 (dies.)(E5),2021,dezembro de 2020 ,"R$ 398.101,00"
506141-5,STRALIS HI-WAY 600-S56T 6x2 (dies.)(E5),2021,outubro de 2020 ,"R$ 394.871,00"
506068-0,STRALIS NR 570-S46T 3-Eixos 2p (diesel),2012,novembro de 2021 ,"R$ 191.858,00"
506128-8,STRALIS HI-WAY 490-S44T 4x2 (diesel)(E5),2019,fevereiro de 2020 ,"R$ 312.254,00"
506157-1,STRALIS HI-ROAD 490S44T 4x2 (dies.) (E5),2019,agosto de 2020 ,"R$ 299.835,00"
506128-8,STRALIS HI-WAY 490-S44T 4x2 (diesel)(E5),2019,março de 2020 ,"R$ 310.786,00"
506063-0,STRALIS NR 490-S41T 2p (diesel),2011,julho de 2020 ,"R$ 105.431,00"
506141-5,STRALIS HI-WAY 600-S56T 6x2 (dies.)(E5),2020,janeiro de 2021 ,"R$ 374.244,00"
506159-8,STRALIS HI-ROAD 600S44T 6x2 (dies.)(E5),2019,abril de 2020 ,"R$ 311.344,00"
506128-8,STRALIS HI-WAY 490-S44T 4x2 (diesel)(E5),2019,janeiro de 2020 ,"R$ 311.757,00"
506063-0,STRALIS NR 490-S41T 2p (diesel),2010,junho de 2021 ,"R$ 121.724,00"
506063-0,STRALIS NR 490-S41T 2p (diesel),2010,julho de 2021 ,"R$ 123.549,00"
506147-4,TECTOR 170E21 ATTACK 4x2 2p (dies.)(E5),32000,novembro de 2021 ,"R$ 306.500,00"
506063-0,STRALIS NR 490-S41T 2p (diesel),2010,maio de 2021 ,"R$ 114.460,00"
506130-0,STRALIS HI-WAY 600-S44T 6x2 (diesel)(E5),2019,agosto de 2020 ,"R$ 337.225,00"
506064-8,STRALIS NR 570-S41T 3-Eixos 2p (diesel),2010,janeiro de 2021 ,"R$ 126.948,00"
506053-2,TECTOR 170E25 4x2 2p (diesel),2012,novembro de 2021 ,"R$ 125.583,00"
506063-0,STRALIS NR 490-S41T 2p (diesel),2010,abril de 2021 ,"R$ 111.095,00"
506130-0,STRALIS HI-WAY 600-S44T 6x2 (diesel)(E5),2019,junho de 2020 ,"R$ 337.275,00"
506067-2,STRALIS NR 490-S46T 2p (diesel),2010,maio de 2021 ,"R$ 135.914,00"
506053-2,TECTOR 170E25 4x2 2p (diesel),2012,março de 2020 ,"R$ 101.421,00"
506131-8,STRALIS HI-WAY 600-S48T 6x2 (diesel)(E5),2019,abril de 2020 ,"R$ 352.566,00"
506141-5,STRALIS HI-WAY 600-S56T 6x2 (dies.)(E5),2019,novembro de 2020 ,"R$ 347.121,00"
506154-7,TECTOR 170E30 4x2 2p (diesel)(E5),2019,junho de 2020 ,"R$ 204.866,00"
506161-0,TECTOR 11-190 4x2 (diesel)(E5),2021,janeiro de 2021 ,"R$ 158.798,00"
506088-5,TECTOR 170E28 4x2 2p (diesel)(E5),2019,novembro de 2021 ,"R$ 207.553,00"
506133-4,STRALIS HI-WAY 800-S56TZ 6x4 (dies.)(E5),2019,outubro de 2020 ,"R$ 364.269,00"
506132-6,STRALIS HI-WAY 800-S48TZ 6x4 (dies.)(E5),2018,novembro de 2020 ,"R$ 302.479,00"
506131-8,STRALIS HI-WAY 600-S48T 6x2 (diesel)(E5),2017,março de 2020 ,"R$ 273.252,00"
506154-7,TECTOR 170E30 4x2 2p (diesel)(E5),2019,maio de 2020 ,"R$ 205.855,00"
506154-7,TECTOR 170E30 4x2 2p (diesel)(E5),2018,dezembro de 2021 ,"R$ 181.463,00"
506154-7,TECTOR 170E30 4x2 2p (diesel)(E5),2018,novembro de 2021 ,"R$ 180.831,00"
506154-7,TECTOR 170E30 4x2 2p (diesel)(E5),2019,setembro de 2021 ,"R$ 220.158,00"
506154-7,TECTOR 170E30 4x2 2p (diesel)(E5),2018,abril de 2020 ,"R$ 174.554,00"
506143-1,TECTOR 150E21 ATTACK ECO. 4x2(dies.)(E5),2021,agosto de 2021 ,"R$ 221.830,00"
506143-1,TECTOR 150E21 ATTACK ECO. 4x2(dies.)(E5),2021,junho de 2021 ,"R$ 215.323,00"
506132-6,STRALIS HI-WAY 800-S48TZ 6x4 (dies.)(E5),2018,outubro de 2020 ,"R$ 303.572,00"
506154-7,TECTOR 170E30 4x2 2p (diesel)(E5),2018,outubro de 2021 ,"R$ 180.201,00"
506143-1,TECTOR 150E21 ATTACK ECO. 4x2(dies.)(E5),2021,julho de 2021 ,"R$ 218.552,00"
506130-0,STRALIS HI-WAY 600-S44T 6x2 (diesel)(E5),2016,julho de 2020 ,"R$ 236.638,00"
506154-7,TECTOR 170E30 4x2 2p (diesel)(E5),2018,janeiro de 2020 ,"R$ 174.112,00"
506154-7,TECTOR 170E30 4x2 2p (diesel)(E5),2018,março de 2020 ,"R$ 172.566,00"
506143-1,TECTOR 150E21 ATTACK ECO. 4x2(dies.)(E5),2020,setembro de 2021 ,"R$ 188.058,00"
506143-1,TECTOR 150E21 ATTACK ECO. 4x2(dies.)(E5),2020,outubro de 2021 ,"R$ 188.716,00"
506133-4,STRALIS HI-WAY 800-S56TZ 6x4 (dies.)(E5),2017,setembro de 2020 ,"R$ 274.093,00"
506163-6,TECTOR 17-300 4x2 (diesel)(E5),2022,setembro de 2021 ,"R$ 294.635,00"
506087-7,TECTOR 170E22 ATTACK 4x2 2p (dies.)(E5),2013,março de 2021 ,"R$ 94.587,00"
506147-4,TECTOR 170E21 ATTACK 4x2 2p (dies.)(E5),2019,outubro de 2021 ,"R$ 187.967,00"
506054-0,TECTOR 240E25 6x2 2p (diesel),2011,novembro de 2021 ,"R$ 150.181,00"
506053-2,TECTOR 170E25 4x2 2p (diesel),2009,outubro de 2021 ,"R$ 96.986,00"
506054-0,TECTOR 240E25 6x2 2p (diesel),2011,agosto de 2021 ,"R$ 140.133,00"
506090-7,TECTOR 240E28 6x2 2p (dies.)(E5),2018,junho de 2020 ,"R$ 181.270,00"
506054-0,TECTOR 240E25 6x2 2p (diesel),2011,fevereiro de 2020 ,"R$ 104.463,00"
506162-8,TECTOR 17-280 4x2 (diesel)(E5),2021,novembro de 2021 ,"R$ 268.817,00"
506090-7,TECTOR 240E28 6x2 2p (dies.)(E5),2019,abril de 2020 ,"R$ 213.221,00"
506090-7,TECTOR 240E28 6x2 2p (dies.)(E5),2018,julho de 2020 ,"R$ 180.979,00"
506054-0,TECTOR 240E25 6x2 2p (diesel),2011,maio de 2020 ,"R$ 104.441,00"
506054-0,TECTOR 240E25 6x2 2p (diesel),2011,janeiro de 2020 ,"R$ 104.362,00"
506162-8,TECTOR 17-280 4x2 (diesel)(E5),2021,setembro de 2021 ,"R$ 266.946,00"
506090-7,TECTOR 240E28 6x2 2p (dies.)(E5),2018,maio de 2020 ,"R$ 181.579,00"
506076-1,TECTOR 240E25 S 6x2 2p (diesel),2011,novembro de 2020 ,"R$ 107.175,00"
506140-7,TECTOR 240E28 ATTACK 6x2 2p (diesel)(E5),2020,dezembro de 2020 ,"R$ 236.504,00"
506133-4,STRALIS HI-WAY 800-S56TZ 6x4 (dies.)(E5),2016,agosto de 2020 ,"R$ 263.722,00"
506076-1,TECTOR 240E25 S 6x2 2p (diesel),2011,outubro de 2020 ,"R$ 106.325,00"
506140-7,TECTOR 240E28 ATTACK 6x2 2p (diesel)(E5),2020,janeiro de 2021 ,"R$ 236.078,00"
506140-7,TECTOR 240E28 ATTACK 6x2 2p (diesel)(E5),2020,novembro de 2020 ,"R$ 236.955,00"
506091-5,TECTOR 240E28S STRADALE 6x2 2p(dies)(E5),2016,outubro de 2021 ,"R$ 187.451,00"
506091-5,TECTOR 240E28S STRADALE 6x2 2p(dies)(E5),2016,setembro de 2021 ,"R$ 185.255,00"
506140-7,TECTOR 240E28 ATTACK 6x2 2p (diesel)(E5),2020,outubro de 2020 ,"R$ 231.409,00"
506091-5,TECTOR 240E28S STRADALE 6x2 2p(dies)(E5),2016,agosto de 2021 ,"R$ 173.655,00"
506149-0,TECTOR 240E30S 6x2 2p (diesel),2018,fevereiro de 2021 ,"R$ 194.541,00"
506149-0,TECTOR 240E30S 6x2 2p (diesel),2018,janeiro de 2021 ,"R$ 190.650,00"
506054-0,TECTOR 240E25 6x2 2p (diesel),2009,março de 2020 ,"R$ 96.255,00"
506092-3,TECTOR 260E28 6x4 2p (dies.)(E5),2017,novembro de 2020 ,"R$ 165.387,00"
506150-4,TECTOR 260E30 6x4 2p (diesel)(E5),32000,maio de 2021 ,"R$ 380.741,00"
506089-3,TECTOR 240E22 ATTACK 6x2 2p (dies.)(E5),2015,janeiro de 2020 ,"R$ 126.166,00"
506074-5,TECTOR 260E25 6x4 2p (diesel),2011,fevereiro de 2021 ,"R$ 110.709,00"
506074-5,TECTOR 260E25 6x4 2p (diesel),2011,janeiro de 2021 ,"R$ 111.434,00"
506092-3,TECTOR 260E28 6x4 2p (dies.)(E5),2016,janeiro de 2021 ,"R$ 146.746,00"
506092-3,TECTOR 260E28 6x4 2p (dies.)(E5),2016,abril de 2021 ,"R$ 146.854,00"
506074-5,TECTOR 260E25 6x4 2p (diesel),2011,dezembro de 2020 ,"R$ 112.164,00"
506092-3,TECTOR 260E28 6x4 2p (dies.)(E5),2016,março de 2021 ,"R$ 145.559,00"
506092-3,TECTOR 260E28 6x4 2p (dies.)(E5),2016,fevereiro de 2021 ,"R$ 146.144,00"
506092-3,TECTOR 260E28 6x4 2p (dies.)(E5),2016,dezembro de 2020 ,"R$ 147.365,00"
506147-4,TECTOR 170E21 ATTACK 4x2 2p (dies.)(E5),2017,setembro de 2021 ,"R$ 144.531,00"
506092-3,TECTOR 260E28 6x4 2p (dies.)(E5),2016,outubro de 2020 ,"R$ 148.627,00"
506165-2,TECTOR 24-300 6x2 (diesel)(E5),2021,dezembro de 2021 ,"R$ 316.214,00"
506169-5,TECTOR 31-280 8x2 (diesel)(E5),32000,junho de 2021 ,"R$ 361.036,00"
506092-3,TECTOR 260E28 6x4 2p (dies.)(E5),2016,setembro de 2020 ,"R$ 149.284,00"
506165-2,TECTOR 24-300 6x2 (diesel)(E5),2021,novembro de 2021 ,"R$ 315.112,00"
506165-2,TECTOR 24-300 6x2 (diesel)(E5),2021,outubro de 2021 ,"R$ 307.854,00"
506152-0,TECTOR 310E28 8x2 2p (diesel)(E5),2018,setembro de 2020 ,"R$ 201.498,00"
506152-0,TECTOR 310E28 8x2 2p (diesel)(E5),2018,agosto de 2020 ,"R$ 204.439,00"
506152-0,TECTOR 310E28 8x2 2p (diesel)(E5),2018,outubro de 2020 ,"R$ 200.651,00"
506152-0,TECTOR 310E28 8x2 2p (diesel)(E5),2018,julho de 2020 ,"R$ 205.405,00"
506152-0,TECTOR 310E28 8x2 2p (diesel)(E5),2018,junho de 2020 ,"R$ 206.417,00"
506164-4,TECTOR 24-280 6x2 (diesel)(E5),2021,julho de 2021 ,"R$ 260.173,00"
506150-4,TECTOR 260E30 6x4 2p (diesel)(E5),2021,junho de 2021 ,"R$ 310.441,00"
506153-9,TECTOR 310E30 8x2 2p (diesel)(E5),2018,janeiro de 2021 ,"R$ 218.999,00"
506153-9,TECTOR 310E30 8x2 2p (diesel)(E5),2018,dezembro de 2020 ,"R$ 220.477,00"
506150-4,TECTOR 260E30 6x4 2p (diesel)(E5),2021,julho de 2021 ,"R$ 315.097,00"
506150-4,TECTOR 260E30 6x4 2p (diesel)(E5),2021,abril de 2021 ,"R$ 297.992,00"
506150-4,TECTOR 260E30 6x4 2p (diesel)(E5),2021,março de 2021 ,"R$ 298.859,00"
506075-3,TECTOR STRADALE 240E25S 6x2 2p (diesel),2011,setembro de 2020 ,"R$ 105.735,00"
506075-3,TECTOR STRADALE 240E25S 6x2 2p (diesel),2010,agosto de 2020 ,"R$ 100.489,00"
506075-3,TECTOR STRADALE 240E25S 6x2 2p (diesel),2011,junho de 2020 ,"R$ 106.344,00"
506075-3,TECTOR STRADALE 240E25S 6x2 2p (diesel),2011,julho de 2020 ,"R$ 105.727,00"
506057-5,TRAKKER 380-T42 6x4 2p (diesel),2011,junho de 2021 ,"R$ 228.839,00"
506075-3,TECTOR STRADALE 240E25S 6x2 2p (diesel),2011,abril de 2020 ,"R$ 107.622,00"
506075-3,TECTOR STRADALE 240E25S 6x2 2p (diesel),2011,janeiro de 2020 ,"R$ 109.617,00"
506075-3,TECTOR STRADALE 240E25S 6x2 2p (diesel),2010,maio de 2020 ,"R$ 101.685,00"
506055-9,TRAKKER 380-T38 6x4 2p (diesel),2010,dezembro de 2021 ,"R$ 196.155,00"
506055-9,TRAKKER 380-T38 6x4 2p (diesel),2010,novembro de 2021 ,"R$ 195.471,00"
506056-7,TRAKKER 720-T42T 6x4 2p (diesel),2011,outubro de 2021 ,"R$ 263.380,00"
506075-3,TECTOR STRADALE 240E25S 6x2 2p (diesel),2010,março de 2020 ,"R$ 102.515,00"
506075-3,TECTOR STRADALE 240E25S 6x2 2p (diesel),2010,fevereiro de 2020 ,"R$ 102.938,00"
506057-5,TRAKKER 380-T42 6x4 2p (diesel),2010,maio de 2021 ,"R$ 213.854,00"
506142-3,TRAKKER 410-T48 EUROT. 6x4 (dies.)(E5),2015,julho de 2021 ,"R$ 288.296,00"
506057-5,TRAKKER 380-T42 6x4 2p (diesel),2010,abril de 2021 ,"R$ 217.303,00"
506142-3,TRAKKER 410-T48 EUROT. 6x4 (dies.)(E5),2016,junho de 2021 ,"R$ 289.409,00"
506056-7,TRAKKER 720-T42T 6x4 2p (diesel),2010,setembro de 2021 ,"R$ 254.548,00"
506142-3,TRAKKER 410-T48 EUROT. 6x4 (dies.)(E5),2015,maio de 2021 ,"R$ 269.953,00"
506142-3,TRAKKER 410-T48 EUROT. 6x4 (dies.)(E5),2015,abril de 2021 ,"R$ 260.825,00"
506142-3,TRAKKER 410-T48 EUROT. 6x4 (dies.)(E5),2015,janeiro de 2021 ,"R$ 265.018,00"
506167-9,TECTOR 31-300 8x2 (diesel)(E5),2020,abril de 2020 ,"R$ 288.170,00"
506142-3,TRAKKER 410-T48 EUROT. 6x4 (dies.)(E5),2015,março de 2021 ,"R$ 262.163,00"
506142-3,TRAKKER 410-T48 EUROT. 6x4 (dies.)(E5),2015,fevereiro de 2021 ,"R$ 263.560,00"
506056-7,TRAKKER 720-T42T 6x4 2p (diesel),2011,julho de 2021 ,"R$ 254.763,00"
506125-3,VERTIS 90V18 2p (diesel)(E5),2016,fevereiro de 2020 ,"R$ 88.576,00"
506167-9,TECTOR 31-300 8x2 (diesel)(E5),2020,março de 2020 ,"R$ 288.632,00"
506056-7,TRAKKER 720-T42T 6x4 2p (diesel),2010,agosto de 2021 ,"R$ 250.787,00"
506056-7,TRAKKER 720-T42T 6x4 2p (diesel),2010,junho de 2021 ,"R$ 243.430,00"
506056-7,TRAKKER 720-T42T 6x4 2p (diesel),2010,maio de 2021 ,"R$ 239.833,00"
506145-8,TRAKKER 740-T48 EUROT. 6x4 (dies.) (E5),2016,abril de 2021 ,"R$ 298.098,00"
506072-9,VERTIS 130V18 4x2  2p (diesel),2011,fevereiro de 2020 ,"R$ 65.518,00"
506160-1,TECTOR 9-190 4x2 (diesel)(E5),2020,maio de 2020 ,"R$ 141.075,00"
506145-8,TRAKKER 740-T48 EUROT. 6x4 (dies.) (E5),2015,março de 2021 ,"R$ 289.630,00"
506160-1,TECTOR 9-190 4x2 (diesel)(E5),2020,abril de 2020 ,"R$ 141.557,00"
506072-9,VERTIS 130V18 4x2  2p (diesel),2011,janeiro de 2020 ,"R$ 66.133,00"
506071-0,VERTIS 90V16 4x2 2p (diesel),2011,agosto de 2021 ,"R$ 80.122,00"
506145-8,TRAKKER 740-T48 EUROT. 6x4 (dies.) (E5),2015,fevereiro de 2021 ,"R$ 290.153,00"
506071-0,VERTIS 90V16 4x2 2p (diesel),2011,setembro de 2021 ,"R$ 84.444,00"
506125-3,VERTIS 90V18 2p (diesel)(E5),2015,setembro de 2021 ,"R$ 114.112,00"
506125-3,VERTIS 90V18 2p (diesel)(E5),2015,agosto de 2021 ,"R$ 107.564,00"
506125-3,VERTIS 90V18 2p (diesel)(E5),2015,julho de 2021 ,"R$ 101.730,00"
506072-9,VERTIS 130V18 4x2  2p (diesel),2011,julho de 2021 ,"R$ 77.098,00"
506126-1,VERTIS 130V19 2p (diesel)(E5),2015,dezembro de 2021 ,"R$ 113.743,00"
506071-0,VERTIS 90V16 4x2 2p (diesel),2011,julho de 2021 ,"R$ 74.640,00"
506125-3,VERTIS 90V18 2p (diesel)(E5),2016,janeiro de 2020 ,"R$ 88.897,00"
506145-8,TRAKKER 740-T48 EUROT. 6x4 (dies.) (E5),2014,maio de 2020 ,"R$ 286.713,00"
506145-8,TRAKKER 740-T48 EUROT. 6x4 (dies.) (E5),2014,abril de 2020 ,"R$ 287.115,00"
525001-3,iEV 1200T (Elétrico),32000,novembro de 2020 ,"R$ 352.820,00"
525001-3,iEV 1200T (Elétrico),32000,maio de 2021 ,"R$ 371.582,00"
525001-3,iEV 1200T (Elétrico),32000,junho de 2020 ,"R$ 313.652,00"
525001-3,iEV 1200T (Elétrico),2022,dezembro de 2021 ,"R$ 334.676,00"
525001-3,iEV 1200T (Elétrico),2022,agosto de 2021 ,"R$ 326.293,00"
525001-3,iEV 1200T (Elétrico),2022,junho de 2021 ,"R$ 316.721,00"
525001-3,iEV 1200T (Elétrico),2021,novembro de 2021 ,"R$ 323.167,00"
525001-3,iEV 1200T (Elétrico),2022,setembro de 2021 ,"R$ 331.187,00"
525001-3,iEV 1200T (Elétrico),2021,dezembro de 2020 ,"R$ 289.473,00"
525001-3,iEV 1200T (Elétrico),2021,julho de 2020 ,"R$ 274.968,00"
525001-3,iEV 1200T (Elétrico),2021,fevereiro de 2021 ,"R$ 295.084,00"
525001-3,iEV 1200T (Elétrico),2021,julho de 2021 ,"R$ 311.503,00"
525001-3,iEV 1200T (Elétrico),2021,outubro de 2021 ,"R$ 322.040,00"
525001-3,iEV 1200T (Elétrico),2021,setembro de 2020 ,"R$ 284.787,00"
525001-3,iEV 1200T (Elétrico),2021,agosto de 2020 ,"R$ 281.784,00"
525001-3,iEV 1200T (Elétrico),2021,janeiro de 2021 ,"R$ 295.854,00"
525001-3,iEV 1200T (Elétrico),2021,abril de 2021 ,"R$ 293.639,00"
525001-3,iEV 1200T (Elétrico),2021,março de 2021 ,"R$ 294.346,00"
525001-3,iEV 1200T (Elétrico),2020,abril de 2020 ,"R$ 244.237,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),2021,novembro de 2021 ,"R$ 491.492,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),32000,dezembro de 2021 ,"R$ 571.500,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),2021,setembro de 2021 ,"R$ 488.070,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),32000,dezembro de 2020 ,"R$ 510.625,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),2021,abril de 2021 ,"R$ 438.854,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),2021,junho de 2021 ,"R$ 466.751,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),32000,outubro de 2021 ,"R$ 571.500,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),2021,julho de 2021 ,"R$ 473.752,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),2021,fevereiro de 2021 ,"R$ 414.744,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),2021,maio de 2021 ,"R$ 459.854,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),2021,agosto de 2021 ,"R$ 480.858,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),32000,novembro de 2020 ,"R$ 489.271,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),32000,outubro de 2020 ,"R$ 477.100,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),32000,janeiro de 2021 ,"R$ 498.285,00"
524002-6,TGX 28.440 6x2 2p (diesel)(E5),32000,setembro de 2020 ,"R$ 475.281,00"
524001-8,TGX 29.440 6x4 2p (diesel)(E5),2017,outubro de 2021 ,"R$ 332.168,00"
524001-8,TGX 29.440 6x4 2p (diesel)(E5),2017,fevereiro de 2021 ,"R$ 259.265,00"
524001-8,TGX 29.440 6x4 2p (diesel)(E5),2017,janeiro de 2021 ,"R$ 250.510,00"
524001-8,TGX 29.440 6x4 2p (diesel)(E5),2017,março de 2021 ,"R$ 268.326,00"
524001-8,TGX 29.440 6x4 2p (diesel)(E5),2017,outubro de 2020 ,"R$ 260.874,00"
524001-8,TGX 29.440 6x4 2p (diesel)(E5),2017,abril de 2021 ,"R$ 265.899,00"
508069-0,VOLARE CINCO ESCOLAR (diesel)(E5),2020,junho de 2021 ,"R$ 194.532,00"
508069-0,VOLARE CINCO ESCOLAR (diesel)(E5),2020,julho de 2021 ,"R$ 197.449,00"
508039-8,VOLARE ESCOLAR V8L 4x4 (diesel)(E5),32000,agosto de 2021 ,"R$ 421.450,00"
508035-5,VOLARE ESCOLAR V6L (diesel)(E5),2017,junho de 2020 ,"R$ 131.686,00"
508037-1,VOLARE ESCOLAR V8L MÉDIO (diesel)(E5),32000,dezembro de 2021 ,"R$ 341.755,00"
508039-8,VOLARE ESCOLAR V8L 4x4 (diesel)(E5),32000,novembro de 2020 ,"R$ 364.020,00"
508069-0,VOLARE CINCO ESCOLAR (diesel)(E5),2018,outubro de 2021 ,"R$ 146.260,00"
508038-0,VOLARE ESCOLAR V8L LONGO (diesel)(E5),32000,abril de 2020 ,"R$ 276.125,00"
508069-0,VOLARE CINCO ESCOLAR (diesel)(E5),2017,janeiro de 2021 ,"R$ 131.504,00"
508037-1,VOLARE ESCOLAR V8L MÉDIO (diesel)(E5),32000,novembro de 2021 ,"R$ 343.500,00"
